APMC,Commodity,cluster,date,modal_price,deseasonalize_price
Parbhani,Gram,Parbhani-Gram,2015-04-01,3636,2626.8935185185182
Parbhani,Gram,Parbhani-Gram,2016-04-01,4941,2157.115740740741
Parbhani,Gram,Parbhani-Gram,2015-08-01,4357,2335.3935185185187
Parbhani,Gram,Parbhani-Gram,2014-12-01,2400,2432.115740740741
Parbhani,Gram,Parbhani-Gram,2015-12-01,4400,3016.2546296296296
Parbhani,Gram,Parbhani-Gram,2015-02-01,3514,3480.2268518518517
Parbhani,Gram,Parbhani-Gram,2016-02-01,4058,3452.8935185185182
Parbhani,Gram,Parbhani-Gram,2015-01-01,2976,3393.115740740741
Parbhani,Gram,Parbhani-Gram,2016-01-01,4195,4187.393518518518
Parbhani,Gram,Parbhani-Gram,2015-07-01,4071,4144.115740740741
Parbhani,Gram,Parbhani-Gram,2016-07-01,7450,4111.25462962963
Parbhani,Gram,Parbhani-Gram,2015-06-01,4112,4323.226851851852
Parbhani,Gram,Parbhani-Gram,2016-06-01,6058,4593.893518518518
Parbhani,Gram,Parbhani-Gram,2015-03-01,3259,4972.115740740741
Parbhani,Gram,Parbhani-Gram,2016-03-01,4145,3998.3935185185187
Parbhani,Gram,Parbhani-Gram,2015-05-01,4177,4432.115740740741
Parbhani,Gram,Parbhani-Gram,2016-05-01,5363,4235.25462962963
Parbhani,Gram,Parbhani-Gram,2014-11-01,2325,4024.2268518518517
Parbhani,Gram,Parbhani-Gram,2015-11-01,3988,4338.893518518518
Parbhani,Gram,Parbhani-Gram,2014-10-01,2400,4698.115740740741
Parbhani,Gram,Parbhani-Gram,2015-10-01,5215,5373.393518518518
Parbhani,Gram,Parbhani-Gram,2014-09-01,2433,6090.115740740741
Parbhani,Gram,Parbhani-Gram,2015-09-01,4400,7490.25462962963
Parbhani,Soybean,Parbhani-Soybean,2015-04-01,3546,3513.6024305555557
Parbhani,Soybean,Parbhani-Soybean,2016-04-01,3849,2968.4357638888887
Parbhani,Soybean,Parbhani-Soybean,2015-08-01,3170,3177.560763888889
Parbhani,Soybean,Parbhani-Soybean,2016-08-01,3440,3193.894097222222
Parbhani,Soybean,Parbhani-Soybean,2014-12-01,3196,3199.4357638888887
Parbhani,Soybean,Parbhani-Soybean,2015-12-01,3572,3242.394097222222
Parbhani,Soybean,Parbhani-Soybean,2015-02-01,3202,3237.8107638888887
Parbhani,Soybean,Parbhani-Soybean,2016-02-01,3563,3310.956597222222
Parbhani,Soybean,Parbhani-Soybean,2015-01-01,3203,3386.8524305555557
Parbhani,Soybean,Parbhani-Soybean,2016-01-01,3589,3418.477430555555
Parbhani,Soybean,Parbhani-Soybean,2015-07-01,3345,3450.227430555555
Parbhani,Soybean,Parbhani-Soybean,2016-07-01,3506,3481.3524305555557
Parbhani,Soybean,Parbhani-Soybean,2015-06-01,3454,3515.6024305555557
Parbhani,Soybean,Parbhani-Soybean,2016-06-01,3666,3547.4357638888887
Parbhani,Soybean,Parbhani-Soybean,2015-03-01,3174,3560.560763888889
Parbhani,Soybean,Parbhani-Soybean,2016-03-01,3635,3569.894097222222
Parbhani,Soybean,Parbhani-Soybean,2015-05-01,3767,3585.4357638888887
Parbhani,Soybean,Parbhani-Soybean,2016-05-01,3779,3603.394097222222
Parbhani,Soybean,Parbhani-Soybean,2014-11-01,3253,3698.8107638888887
Parbhani,Soybean,Parbhani-Soybean,2015-11-01,3636,3613.956597222222
Parbhani,Soybean,Parbhani-Soybean,2014-10-01,3045,3398.8524305555557
Parbhani,Soybean,Parbhani-Soybean,2015-10-01,3624,3630.477430555555
Parbhani,Soybean,Parbhani-Soybean,2016-10-01,2776,3611.227430555555
Parbhani,Soybean,Parbhani-Soybean,2014-09-01,3226,3751.3524305555557
Parbhani,Soybean,Parbhani-Soybean,2015-09-01,3228,3501.6024305555557
Parbhani,Soybean,Parbhani-Soybean,2016-09-01,3214,2699.4357638888887
Parbhani,Wheat(Husked),Parbhani-Wheat(Husked),2015-04-01,1638,1602.387650875452
Parbhani,Wheat(Husked),Parbhani-Wheat(Husked),2015-08-01,1594,1530.0912963353783
Parbhani,Wheat(Husked),Parbhani-Wheat(Husked),2014-12-01,1480,1522.751634624751
Parbhani,Wheat(Husked),Parbhani-Wheat(Husked),2015-12-01,1542,1517.2961974102157
Parbhani,Wheat(Husked),Parbhani-Wheat(Husked),2015-02-01,1492,1562.162631222988
Parbhani,Wheat(Husked),Parbhani-Wheat(Husked),2015-01-01,1515,1504.4897231904774
Parbhani,Wheat(Husked),Parbhani-Wheat(Husked),2016-01-01,1540,1584.0593693384264
Parbhani,Wheat(Husked),Parbhani-Wheat(Husked),2015-07-01,1606,1572.1419450226404
Parbhani,Wheat(Husked),Parbhani-Wheat(Husked),2016-07-01,1700,1577.0869736648551
Parbhani,Wheat(Husked),Parbhani-Wheat(Husked),2015-06-01,1625,1582.1577233742444
Parbhani,Wheat(Husked),Parbhani-Wheat(Husked),2016-06-01,1700,1585.8036343223177
Parbhani,Wheat(Husked),Parbhani-Wheat(Husked),2015-03-01,1577,1590.4553138077902
Parbhani,Wheat(Husked),Parbhani-Wheat(Husked),2015-05-01,1714,1594.1012247558635
Parbhani,Wheat(Husked),Parbhani-Wheat(Husked),2014-11-01,1481,1591.6287104347562
Parbhani,Wheat(Husked),Parbhani-Wheat(Husked),2015-11-01,1540,1583.4149340459935
Parbhani,Wheat(Husked),Parbhani-Wheat(Husked),2014-10-01,1467,1580.8586056801032
Parbhani,Wheat(Husked),Parbhani-Wheat(Husked),2015-10-01,1526,1587.9408924642914
Parbhani,Wheat(Husked),Parbhani-Wheat(Husked),2014-09-01,1547,1591.2096402108402
Parbhani,Wheat(Husked),Parbhani-Wheat(Husked),2015-09-01,1539,1585.0638457933017
Parbhani,Wheat(Husked),Parbhani-Wheat(Husked),2016-09-01,1750,1514.5543279888439
Parli-Vaijnath,Bajri,Parli-Vaijnath-Bajri,2015-04-01,1400,1499.9981968668415
Parli-Vaijnath,Bajri,Parli-Vaijnath-Bajri,2016-04-01,1547,1590.671241502279
Parli-Vaijnath,Bajri,Parli-Vaijnath-Bajri,2015-08-01,1400,1347.3391170878897
Parli-Vaijnath,Bajri,Parli-Vaijnath-Bajri,2016-08-01,1504,1659.5090231489419
Parli-Vaijnath,Bajri,Parli-Vaijnath-Bajri,2014-12-01,1704,1526.853980817355
Parli-Vaijnath,Bajri,Parli-Vaijnath-Bajri,2015-12-01,1456,1542.2046354536772
Parli-Vaijnath,Bajri,Parli-Vaijnath-Bajri,2015-02-01,1536,1418.2216886553201
Parli-Vaijnath,Bajri,Parli-Vaijnath-Bajri,2016-02-01,1460,1365.9463953341465
Parli-Vaijnath,Bajri,Parli-Vaijnath-Bajri,2015-01-01,1503,1397.3045356947164
Parli-Vaijnath,Bajri,Parli-Vaijnath-Bajri,2016-01-01,1423,1389.447877999477
Parli-Vaijnath,Bajri,Parli-Vaijnath-Bajri,2015-07-01,1296,1376.095630724667
Parli-Vaijnath,Bajri,Parli-Vaijnath-Bajri,2016-07-01,1691,1369.74517165494
Parli-Vaijnath,Bajri,Parli-Vaijnath-Bajri,2015-06-01,1288,1368.8903021647845
Parli-Vaijnath,Bajri,Parli-Vaijnath-Bajri,2016-06-01,1571,1377.1133324986615
Parli-Vaijnath,Bajri,Parli-Vaijnath-Bajri,2015-03-01,1381,1394.7806352952098
Parli-Vaijnath,Bajri,Parli-Vaijnath-Bajri,2016-03-01,1436,1417.9842357422883
Parli-Vaijnath,Bajri,Parli-Vaijnath-Bajri,2015-05-01,1301,1445.5843078530247
Parli-Vaijnath,Bajri,Parli-Vaijnath-Bajri,2016-05-01,1588,1465.8976352619588
Parli-Vaijnath,Bajri,Parli-Vaijnath-Bajri,2014-11-01,1562,1474.7040875518028
Parli-Vaijnath,Bajri,Parli-Vaijnath-Bajri,2015-11-01,1617,1509.3707668442319
Parli-Vaijnath,Bajri,Parli-Vaijnath-Bajri,2014-10-01,1661,1705.549271854888
Parli-Vaijnath,Bajri,Parli-Vaijnath-Bajri,2015-10-01,1438,1694.7380561624057
Parli-Vaijnath,Bajri,Parli-Vaijnath-Bajri,2016-10-01,1204,1795.507493484114
Parli-Vaijnath,Bajri,Parli-Vaijnath-Bajri,2014-09-01,1453,1471.4976701207354
Parli-Vaijnath,Bajri,Parli-Vaijnath-Bajri,2015-09-01,1326,1480.3836299429117
Parli-Vaijnath,Bajri,Parli-Vaijnath-Bajri,2016-09-01,1434,1153.021176862579
Parli-Vaijnath,Gram,Parli-Vaijnath-Gram,2015-04-01,3701,2250.8430429673026
Parli-Vaijnath,Gram,Parli-Vaijnath-Gram,2016-04-01,5030,1819.9178110000448
Parli-Vaijnath,Gram,Parli-Vaijnath-Gram,2015-08-01,4344,2573.050618495437
Parli-Vaijnath,Gram,Parli-Vaijnath-Gram,2016-08-01,6550,2704.905016661736
Parli-Vaijnath,Gram,Parli-Vaijnath-Gram,2014-12-01,2143,2771.606068829425
Parli-Vaijnath,Gram,Parli-Vaijnath-Gram,2015-12-01,3539,3985.5128027065984
Parli-Vaijnath,Gram,Parli-Vaijnath-Gram,2015-02-01,3550,3571.053858194653
Parli-Vaijnath,Gram,Parli-Vaijnath-Gram,2016-02-01,4150,3577.8567518355258
Parli-Vaijnath,Gram,Parli-Vaijnath-Gram,2015-01-01,2575,3745.384771567052
Parli-Vaijnath,Gram,Parli-Vaijnath-Gram,2016-01-01,4235,3872.439482434095
Parli-Vaijnath,Gram,Parli-Vaijnath-Gram,2015-07-01,3971,4000.7538236137657
Parli-Vaijnath,Gram,Parli-Vaijnath-Gram,2015-06-01,4071,4095.645973831714
Parli-Vaijnath,Gram,Parli-Vaijnath-Gram,2016-06-01,6054,4155.478413681528
Parli-Vaijnath,Gram,Parli-Vaijnath-Gram,2015-03-01,3398,4245.919870128193
Parli-Vaijnath,Gram,Parli-Vaijnath-Gram,2016-03-01,4223,4342.701465815084
Parli-Vaijnath,Gram,Parli-Vaijnath-Gram,2015-05-01,4350,4466.943002317258
Parli-Vaijnath,Gram,Parli-Vaijnath-Gram,2016-05-01,5326,4558.350175336938
Parli-Vaijnath,Gram,Parli-Vaijnath-Gram,2014-11-01,2370,4659.12060034715
Parli-Vaijnath,Gram,Parli-Vaijnath-Gram,2015-11-01,4000,4438.069583035909
Parli-Vaijnath,Gram,Parli-Vaijnath-Gram,2014-10-01,2186,4862.6369796629815
Parli-Vaijnath,Gram,Parli-Vaijnath-Gram,2015-10-01,5100,4585.728573187614
Parli-Vaijnath,Gram,Parli-Vaijnath-Gram,2016-10-01,8600,5758.719878815036
Parli-Vaijnath,Gram,Parli-Vaijnath-Gram,2014-09-01,2282,4196.207422652061
Parli-Vaijnath,Gram,Parli-Vaijnath-Gram,2015-09-01,4213,6175.52512168456
Parli-Vaijnath,Pigeon Pea (Tur),Parli-Vaijnath-Pigeon Pea (Tur),2015-04-01,5760,3959.678561942475
Parli-Vaijnath,Pigeon Pea (Tur),Parli-Vaijnath-Pigeon Pea (Tur),2016-04-01,8416,7701.402258029739
Parli-Vaijnath,Pigeon Pea (Tur),Parli-Vaijnath-Pigeon Pea (Tur),2015-08-01,7325,4125.0508512647975
Parli-Vaijnath,Pigeon Pea (Tur),Parli-Vaijnath-Pigeon Pea (Tur),2016-08-01,7120,3739.18386475627
Parli-Vaijnath,Pigeon Pea (Tur),Parli-Vaijnath-Pigeon Pea (Tur),2014-12-01,4087,4746.560874893735
Parli-Vaijnath,Pigeon Pea (Tur),Parli-Vaijnath-Pigeon Pea (Tur),2015-12-01,8742,5893.110923788626
Parli-Vaijnath,Pigeon Pea (Tur),Parli-Vaijnath-Pigeon Pea (Tur),2015-02-01,5599,6158.00824073065
Parli-Vaijnath,Pigeon Pea (Tur),Parli-Vaijnath-Pigeon Pea (Tur),2016-02-01,7850,5786.516206968869
Parli-Vaijnath,Pigeon Pea (Tur),Parli-Vaijnath-Pigeon Pea (Tur),2015-01-01,4961,6333.25410823718
Parli-Vaijnath,Pigeon Pea (Tur),Parli-Vaijnath-Pigeon Pea (Tur),2016-01-01,8540,6697.407716165827
Parli-Vaijnath,Pigeon Pea (Tur),Parli-Vaijnath-Pigeon Pea (Tur),2015-07-01,6093,7047.4883708867255
Parli-Vaijnath,Pigeon Pea (Tur),Parli-Vaijnath-Pigeon Pea (Tur),2016-07-01,8450,7295.359419832905
Parli-Vaijnath,Pigeon Pea (Tur),Parli-Vaijnath-Pigeon Pea (Tur),2015-06-01,6564,7461.301221554506
Parli-Vaijnath,Pigeon Pea (Tur),Parli-Vaijnath-Pigeon Pea (Tur),2016-06-01,8272,7644.4621956300025
Parli-Vaijnath,Pigeon Pea (Tur),Parli-Vaijnath-Pigeon Pea (Tur),2015-03-01,5709,7841.398507588612
Parli-Vaijnath,Pigeon Pea (Tur),Parli-Vaijnath-Pigeon Pea (Tur),2016-03-01,7361,7998.0292012966265
Parli-Vaijnath,Pigeon Pea (Tur),Parli-Vaijnath-Pigeon Pea (Tur),2015-05-01,6363,8170.858671959786
Parli-Vaijnath,Pigeon Pea (Tur),Parli-Vaijnath-Pigeon Pea (Tur),2016-05-01,8339,8262.354126047636
Parli-Vaijnath,Pigeon Pea (Tur),Parli-Vaijnath-Pigeon Pea (Tur),2014-11-01,4340,7939.936706957141
Parli-Vaijnath,Pigeon Pea (Tur),Parli-Vaijnath-Pigeon Pea (Tur),2015-11-01,8250,8454.743124626735
Parli-Vaijnath,Pigeon Pea (Tur),Parli-Vaijnath-Pigeon Pea (Tur),2014-10-01,7439,8300.016660158706
Parli-Vaijnath,Pigeon Pea (Tur),Parli-Vaijnath-Pigeon Pea (Tur),2015-10-01,7384,8440.121363212023
Parli-Vaijnath,Pigeon Pea (Tur),Parli-Vaijnath-Pigeon Pea (Tur),2016-10-01,5505,9773.720127029843
Parli-Vaijnath,Pigeon Pea (Tur),Parli-Vaijnath-Pigeon Pea (Tur),2014-09-01,4426,7091.188951428025
Parli-Vaijnath,Pigeon Pea (Tur),Parli-Vaijnath-Pigeon Pea (Tur),2015-09-01,8340,5220.226933785437
Parli-Vaijnath,Pigeon Pea (Tur),Parli-Vaijnath-Pigeon Pea (Tur),2016-09-01,5835,5699.18260928266
Parli-Vaijnath,Sorgum(Jawar),Parli-Vaijnath-Sorgum(Jawar),2015-04-01,1503,1270.0251091716368
Parli-Vaijnath,Sorgum(Jawar),Parli-Vaijnath-Sorgum(Jawar),2016-04-01,1593,1494.6030129053656
Parli-Vaijnath,Sorgum(Jawar),Parli-Vaijnath-Sorgum(Jawar),2015-08-01,1670,1449.2423171257756
Parli-Vaijnath,Sorgum(Jawar),Parli-Vaijnath-Sorgum(Jawar),2016-08-01,1606,1557.2699191323509
Parli-Vaijnath,Sorgum(Jawar),Parli-Vaijnath-Sorgum(Jawar),2014-12-01,1689,1525.4608929868841
Parli-Vaijnath,Sorgum(Jawar),Parli-Vaijnath-Sorgum(Jawar),2015-12-01,1726,1460.4074366457287
Parli-Vaijnath,Sorgum(Jawar),Parli-Vaijnath-Sorgum(Jawar),2015-02-01,1502,1555.8879879504548
Parli-Vaijnath,Sorgum(Jawar),Parli-Vaijnath-Sorgum(Jawar),2016-02-01,1675,1527.4925506019833
Parli-Vaijnath,Sorgum(Jawar),Parli-Vaijnath-Sorgum(Jawar),2015-01-01,1538,1526.3721851725202
Parli-Vaijnath,Sorgum(Jawar),Parli-Vaijnath-Sorgum(Jawar),2016-01-01,1628,1533.9596820456277
Parli-Vaijnath,Sorgum(Jawar),Parli-Vaijnath-Sorgum(Jawar),2015-07-01,1294,1539.2253219521006
Parli-Vaijnath,Sorgum(Jawar),Parli-Vaijnath-Sorgum(Jawar),2016-07-01,1693,1550.129757348971
Parli-Vaijnath,Sorgum(Jawar),Parli-Vaijnath-Sorgum(Jawar),2015-06-01,1422,1557.9660246113601
Parli-Vaijnath,Sorgum(Jawar),Parli-Vaijnath-Sorgum(Jawar),2016-06-01,1586,1562.360968155346
Parli-Vaijnath,Sorgum(Jawar),Parli-Vaijnath-Sorgum(Jawar),2015-03-01,1591,1575.3384901295676
Parli-Vaijnath,Sorgum(Jawar),Parli-Vaijnath-Sorgum(Jawar),2016-03-01,1607,1591.38418023827
Parli-Vaijnath,Sorgum(Jawar),Parli-Vaijnath-Sorgum(Jawar),2015-05-01,1341,1614.7271350992505
Parli-Vaijnath,Sorgum(Jawar),Parli-Vaijnath-Sorgum(Jawar),2016-05-01,1564,1628.616815167507
Parli-Vaijnath,Sorgum(Jawar),Parli-Vaijnath-Sorgum(Jawar),2014-11-01,1678,1571.534881606776
Parli-Vaijnath,Sorgum(Jawar),Parli-Vaijnath-Sorgum(Jawar),2015-11-01,1824,1618.9591703985093
Parli-Vaijnath,Sorgum(Jawar),Parli-Vaijnath-Sorgum(Jawar),2014-10-01,1522,1780.1984322220892
Parli-Vaijnath,Sorgum(Jawar),Parli-Vaijnath-Sorgum(Jawar),2015-10-01,1591,1710.8720504390756
Parli-Vaijnath,Sorgum(Jawar),Parli-Vaijnath-Sorgum(Jawar),2016-10-01,1542,2013.8396213793712
Parli-Vaijnath,Sorgum(Jawar),Parli-Vaijnath-Sorgum(Jawar),2014-09-01,1235,1490.7235870074535
Parli-Vaijnath,Sorgum(Jawar),Parli-Vaijnath-Sorgum(Jawar),2015-09-01,1515,1629.951253471291
Parli-Vaijnath,Sorgum(Jawar),Parli-Vaijnath-Sorgum(Jawar),2016-09-01,1585,1514.2429999343453
Parli-Vaijnath,Soybean,Parli-Vaijnath-Soybean,2015-04-01,3645,3509.299819212011
Parli-Vaijnath,Soybean,Parli-Vaijnath-Soybean,2016-04-01,3980,3107.58431108162
Parli-Vaijnath,Soybean,Parli-Vaijnath-Soybean,2015-08-01,3295,3271.986551541876
Parli-Vaijnath,Soybean,Parli-Vaijnath-Soybean,2016-08-01,3346,3296.4854957653542
Parli-Vaijnath,Soybean,Parli-Vaijnath-Soybean,2014-12-01,3265,3315.251115209796
Parli-Vaijnath,Soybean,Parli-Vaijnath-Soybean,2015-12-01,3660,3314.783756694436
Parli-Vaijnath,Soybean,Parli-Vaijnath-Soybean,2015-02-01,3304,3346.2275053327594
Parli-Vaijnath,Soybean,Parli-Vaijnath-Soybean,2016-02-01,3719,3418.645789814934
Parli-Vaijnath,Soybean,Parli-Vaijnath-Soybean,2015-01-01,3318,3495.0906759912386
Parli-Vaijnath,Soybean,Parli-Vaijnath-Soybean,2016-01-01,3721,3529.2554570157818
Parli-Vaijnath,Soybean,Parli-Vaijnath-Soybean,2015-07-01,3489,3562.748694432964
Parli-Vaijnath,Soybean,Parli-Vaijnath-Soybean,2016-07-01,3753,3597.081361359349
Parli-Vaijnath,Soybean,Parli-Vaijnath-Soybean,2015-06-01,3559,3633.8903453378807
Parli-Vaijnath,Soybean,Parli-Vaijnath-Soybean,2016-06-01,3834,3667.3416112796026
Parli-Vaijnath,Soybean,Parli-Vaijnath-Soybean,2015-03-01,3267,3682.5772568716293
Parli-Vaijnath,Soybean,Parli-Vaijnath-Soybean,2016-03-01,3729,3695.2946139360483
Parli-Vaijnath,Soybean,Parli-Vaijnath-Soybean,2015-05-01,3880,3717.9172392090572
Parli-Vaijnath,Soybean,Parli-Vaijnath-Soybean,2016-05-01,3908,3731.138253978997
Parli-Vaijnath,Soybean,Parli-Vaijnath-Soybean,2014-11-01,3339,3819.4313949757757
Parli-Vaijnath,Soybean,Parli-Vaijnath-Soybean,2015-11-01,3758,3732.842316450874
Parli-Vaijnath,Soybean,Parli-Vaijnath-Soybean,2014-10-01,3170,3520.312979838598
Parli-Vaijnath,Soybean,Parli-Vaijnath-Soybean,2015-10-01,3741,3801.9571290245876
Parli-Vaijnath,Soybean,Parli-Vaijnath-Soybean,2016-10-01,2817,3832.328991174237
Parli-Vaijnath,Soybean,Parli-Vaijnath-Soybean,2014-09-01,3211,3652.756975753682
Parli-Vaijnath,Soybean,Parli-Vaijnath-Soybean,2015-09-01,3325,3647.0051375616567
Parli-Vaijnath,Soybean,Parli-Vaijnath-Soybean,2016-09-01,3337,2761.534701677263
Partur,Sorgum(Jawar),Partur-Sorgum(Jawar),2015-04-01,1601,1968.4646761448375
Partur,Sorgum(Jawar),Partur-Sorgum(Jawar),2016-04-01,1739,1741.8459213494648
Partur,Sorgum(Jawar),Partur-Sorgum(Jawar),2015-08-01,1359,1201.6485428947085
Partur,Sorgum(Jawar),Partur-Sorgum(Jawar),2016-08-01,1690,1068.2150813761377
Partur,Sorgum(Jawar),Partur-Sorgum(Jawar),2014-12-01,1128,1336.925348780747
Partur,Sorgum(Jawar),Partur-Sorgum(Jawar),2015-12-01,1606,1239.0882547115534
Partur,Sorgum(Jawar),Partur-Sorgum(Jawar),2015-02-01,1243,1346.7422392402439
Partur,Sorgum(Jawar),Partur-Sorgum(Jawar),2016-02-01,1604,1426.4275019265745
Partur,Sorgum(Jawar),Partur-Sorgum(Jawar),2015-01-01,1212,1345.333861220695
Partur,Sorgum(Jawar),Partur-Sorgum(Jawar),2016-01-01,1415,1379.1662216360085
Partur,Sorgum(Jawar),Partur-Sorgum(Jawar),2015-07-01,1231,1407.401316541435
Partur,Sorgum(Jawar),Partur-Sorgum(Jawar),2016-07-01,1819,1430.7854480049605
Partur,Sorgum(Jawar),Partur-Sorgum(Jawar),2015-06-01,1404,1458.357163294401
Partur,Sorgum(Jawar),Partur-Sorgum(Jawar),2016-06-01,1780,1476.6830251860292
Partur,Sorgum(Jawar),Partur-Sorgum(Jawar),2015-03-01,1342,1493.8479727496808
Partur,Sorgum(Jawar),Partur-Sorgum(Jawar),2016-03-01,1646,1520.8806921011321
Partur,Sorgum(Jawar),Partur-Sorgum(Jawar),2015-05-01,1475,1560.849313964321
Partur,Sorgum(Jawar),Partur-Sorgum(Jawar),2016-05-01,1751,1598.9521806575474
Partur,Sorgum(Jawar),Partur-Sorgum(Jawar),2014-11-01,1390,1651.8164871754407
Partur,Sorgum(Jawar),Partur-Sorgum(Jawar),2015-11-01,1728,1549.3800286385465
Partur,Sorgum(Jawar),Partur-Sorgum(Jawar),2015-10-01,1292,1597.0709091508047
Partur,Sorgum(Jawar),Partur-Sorgum(Jawar),2016-10-01,1782,1748.5155801368198
Partur,Sorgum(Jawar),Partur-Sorgum(Jawar),2014-09-01,1860,2079.6612467821856
Partur,Sorgum(Jawar),Partur-Sorgum(Jawar),2015-09-01,1378,1779.2696152526735
Partur,Sorgum(Jawar),Partur-Sorgum(Jawar),2016-09-01,1642,1737.7521495859264
Partur,Wheat(Husked),Partur-Wheat(Husked),2015-04-01,1976,1568.2395833333335
Partur,Wheat(Husked),Partur-Wheat(Husked),2016-04-01,1930,1783.53125
Partur,Wheat(Husked),Partur-Wheat(Husked),2015-08-01,1617,1545.9895833333333
Partur,Wheat(Husked),Partur-Wheat(Husked),2016-08-01,1922,1405.9479166666667
Partur,Wheat(Husked),Partur-Wheat(Husked),2014-12-01,1451,1584.0729166666667
Partur,Wheat(Husked),Partur-Wheat(Husked),2015-12-01,1805,1406.3229166666665
Partur,Wheat(Husked),Partur-Wheat(Husked),2015-02-01,1445,1501.9062500000002
Partur,Wheat(Husked),Partur-Wheat(Husked),2016-02-01,1862,1755.9895833333335
Partur,Wheat(Husked),Partur-Wheat(Husked),2015-01-01,1530,1603.5312499999998
Partur,Wheat(Husked),Partur-Wheat(Husked),2016-01-01,1738,1626.1979166666663
Partur,Wheat(Husked),Partur-Wheat(Husked),2015-07-01,1556,1649.6145833333335
Partur,Wheat(Husked),Partur-Wheat(Husked),2016-07-01,2001,1675.6562499999998
Partur,Wheat(Husked),Partur-Wheat(Husked),2015-06-01,1655,1711.2395833333335
Partur,Wheat(Husked),Partur-Wheat(Husked),2016-06-01,1981,1727.53125
Partur,Wheat(Husked),Partur-Wheat(Husked),2015-03-01,1454,1735.9895833333333
Partur,Wheat(Husked),Partur-Wheat(Husked),2016-03-01,1891,1759.9479166666667
Partur,Wheat(Husked),Partur-Wheat(Husked),2015-05-01,1721,1792.0729166666667
Partur,Wheat(Husked),Partur-Wheat(Husked),2016-05-01,1970,1823.3229166666665
Partur,Wheat(Husked),Partur-Wheat(Husked),2014-11-01,1484,1938.9062500000002
Partur,Wheat(Husked),Partur-Wheat(Husked),2015-11-01,1674,1709.9895833333335
Partur,Wheat(Husked),Partur-Wheat(Husked),2015-10-01,1675,1852.5312499999998
Partur,Wheat(Husked),Partur-Wheat(Husked),2016-10-01,1941,1952.1979166666663
Partur,Wheat(Husked),Partur-Wheat(Husked),2014-09-01,1487,2094.6145833333335
Partur,Wheat(Husked),Partur-Wheat(Husked),2015-09-01,1630,1980.6562499999998
Partur,Wheat(Husked),Partur-Wheat(Husked),2016-09-01,1881,1962.2395833333335
Patan,Brinjal,Patan-Brinjal,2015-04-01,617,1913.9340277777778
Patan,Brinjal,Patan-Brinjal,2016-04-01,1397,1308.4340277777776
Patan,Brinjal,Patan-Brinjal,2015-08-01,890,2252.309027777778
Patan,Brinjal,Patan-Brinjal,2016-08-01,1913,1726.517361111111
Patan,Brinjal,Patan-Brinjal,2014-12-01,2128,365.6840277777778
Patan,Brinjal,Patan-Brinjal,2015-12-01,1625,1506.642361111111
Patan,Brinjal,Patan-Brinjal,2015-02-01,1019,1268.767361111111
Patan,Brinjal,Patan-Brinjal,2016-02-01,936,945.8090277777778
Patan,Brinjal,Patan-Brinjal,2015-01-01,1525,1034.2256944444446
Patan,Brinjal,Patan-Brinjal,2016-01-01,2488,966.5590277777776
Patan,Brinjal,Patan-Brinjal,2015-07-01,865,985.7256944444443
Patan,Brinjal,Patan-Brinjal,2016-07-01,2121,1022.3923611111111
Patan,Brinjal,Patan-Brinjal,2015-06-01,685,1022.9340277777778
Patan,Brinjal,Patan-Brinjal,2016-06-01,1953,1059.4340277777776
Patan,Brinjal,Patan-Brinjal,2015-03-01,1110,1131.3090277777778
Patan,Brinjal,Patan-Brinjal,2016-03-01,1206,1223.517361111111
Patan,Brinjal,Patan-Brinjal,2015-05-01,444,1328.6840277777778
Patan,Brinjal,Patan-Brinjal,2016-05-01,1389,1423.642361111111
Patan,Brinjal,Patan-Brinjal,2014-11-01,2742,1364.767361111111
Patan,Brinjal,Patan-Brinjal,2015-11-01,1621,1725.8090277777778
Patan,Brinjal,Patan-Brinjal,2014-10-01,1587,1979.2256944444446
Patan,Brinjal,Patan-Brinjal,2015-10-01,1338,2234.559027777778
Patan,Brinjal,Patan-Brinjal,2016-10-01,2709,2241.7256944444443
Patan,Brinjal,Patan-Brinjal,2014-09-01,1685,2045.392361111111
Patan,Brinjal,Patan-Brinjal,2015-09-01,794,1705.9340277777778
Patan,Brinjal,Patan-Brinjal,2016-09-01,1477,2430.434027777778
Patan,Cabbage,Patan-Cabbage,2015-04-01,550,911.7951388888888
Patan,Cabbage,Patan-Cabbage,2016-04-01,1161,717.0868055555555
Patan,Cabbage,Patan-Cabbage,2015-08-01,846,458.3368055555556
Patan,Cabbage,Patan-Cabbage,2016-08-01,1521,702.0451388888889
Patan,Cabbage,Patan-Cabbage,2014-12-01,1015,872.2534722222223
Patan,Cabbage,Patan-Cabbage,2015-12-01,1128,1451.670138888889
Patan,Cabbage,Patan-Cabbage,2015-02-01,1014,937.9618055555555
Patan,Cabbage,Patan-Cabbage,2016-02-01,583,573.0451388888888
Patan,Cabbage,Patan-Cabbage,2015-01-01,1057,739.0868055555555
Patan,Cabbage,Patan-Cabbage,2016-01-01,1107,757.0034722222222
Patan,Cabbage,Patan-Cabbage,2015-07-01,833,763.7951388888888
Patan,Cabbage,Patan-Cabbage,2016-07-01,2520,747.9201388888888
Patan,Cabbage,Patan-Cabbage,2015-06-01,740,725.7951388888888
Patan,Cabbage,Patan-Cabbage,2016-06-01,1626,747.0868055555555
Patan,Cabbage,Patan-Cabbage,2015-03-01,650,775.3368055555557
