APMC,Commodity,cluster,date,modal_price,deseasonalize_price
Aurangabad,Green Chilli,Aurangabad-Green Chilli,2015-12-01,2433,3554.8871527777783
Aurangabad,Green Chilli,Aurangabad-Green Chilli,2015-02-01,3652,2215.1579861111113
Aurangabad,Green Chilli,Aurangabad-Green Chilli,2016-02-01,3320,2413.3871527777774
Aurangabad,Green Chilli,Aurangabad-Green Chilli,2015-01-01,3119,2446.8871527777783
Aurangabad,Green Chilli,Aurangabad-Green Chilli,2016-01-01,3120,2424.6788194444443
Aurangabad,Green Chilli,Aurangabad-Green Chilli,2015-07-01,1889,2444.4288194444443
Aurangabad,Green Chilli,Aurangabad-Green Chilli,2016-07-01,5761,2430.6371527777783
Aurangabad,Green Chilli,Aurangabad-Green Chilli,2015-06-01,2888,2472.7204861111104
Aurangabad,Green Chilli,Aurangabad-Green Chilli,2016-06-01,3900,2561.2621527777774
Aurangabad,Green Chilli,Aurangabad-Green Chilli,2015-03-01,2736,2688.1788194444443
Aurangabad,Green Chilli,Aurangabad-Green Chilli,2016-03-01,4078,2824.6371527777774
Aurangabad,Green Chilli,Aurangabad-Green Chilli,2015-05-01,3425,3028.1371527777774
Aurangabad,Green Chilli,Aurangabad-Green Chilli,2016-05-01,5688,3222.8871527777783
Aurangabad,Green Chilli,Aurangabad-Green Chilli,2014-11-01,2723,3557.1579861111113
Aurangabad,Green Chilli,Aurangabad-Green Chilli,2015-11-01,1717,3196.3871527777774
Aurangabad,Green Chilli,Aurangabad-Green Chilli,2014-10-01,3242,4709.887152777778
Aurangabad,Green Chilli,Aurangabad-Green Chilli,2015-10-01,2224,3436.6788194444443
Aurangabad,Green Chilli,Aurangabad-Green Chilli,2016-10-01,930,6316.428819444444
Aurangabad,Green Chilli,Aurangabad-Green Chilli,2014-09-01,2416,3232.6371527777783
Aurangabad,Green Chilli,Aurangabad-Green Chilli,2015-09-01,2313,986.7204861111106
Aurangabad,Green Chilli,Aurangabad-Green Chilli,2016-09-01,827,1267.2621527777776
Aurangabad,Ladies Finger,Aurangabad-Ladies Finger,2015-04-01,1448,1783.623263888889
Aurangabad,Ladies Finger,Aurangabad-Ladies Finger,2016-04-01,1708,621.4565972222222
Aurangabad,Ladies Finger,Aurangabad-Ladies Finger,2015-08-01,1234,1603.3315972222222
Aurangabad,Ladies Finger,Aurangabad-Ladies Finger,2016-08-01,1113,2264.289930555555
Aurangabad,Ladies Finger,Aurangabad-Ladies Finger,2014-12-01,2714,2462.8315972222217
Aurangabad,Ladies Finger,Aurangabad-Ladies Finger,2015-12-01,2131,2745.4149305555557
Aurangabad,Ladies Finger,Aurangabad-Ladies Finger,2015-02-01,2829,2144.0399305555557
Aurangabad,Ladies Finger,Aurangabad-Ladies Finger,2016-02-01,1918,1626.6024305555557
Aurangabad,Ladies Finger,Aurangabad-Ladies Finger,2015-01-01,3100,1777.9565972222224
Aurangabad,Ladies Finger,Aurangabad-Ladies Finger,2016-01-01,2424,1753.1649305555554
Aurangabad,Ladies Finger,Aurangabad-Ladies Finger,2015-07-01,1133,1700.7065972222222
Aurangabad,Ladies Finger,Aurangabad-Ladies Finger,2016-07-01,2396,1634.5815972222222
Aurangabad,Ladies Finger,Aurangabad-Ladies Finger,2015-06-01,1618,1564.623263888889
Aurangabad,Ladies Finger,Aurangabad-Ladies Finger,2016-06-01,2888,1543.4565972222222
Aurangabad,Ladies Finger,Aurangabad-Ladies Finger,2015-03-01,2434,1591.3315972222222
Aurangabad,Ladies Finger,Aurangabad-Ladies Finger,2016-03-01,1666,1681.2899305555552
Aurangabad,Ladies Finger,Aurangabad-Ladies Finger,2015-05-01,1155,1786.831597222222
Aurangabad,Ladies Finger,Aurangabad-Ladies Finger,2016-05-01,2044,1834.4149305555557
Aurangabad,Ladies Finger,Aurangabad-Ladies Finger,2014-11-01,1810,1376.0399305555557
Aurangabad,Ladies Finger,Aurangabad-Ladies Finger,2015-11-01,1798,1886.6024305555557
Aurangabad,Ladies Finger,Aurangabad-Ladies Finger,2014-10-01,1067,2666.9565972222226
Aurangabad,Ladies Finger,Aurangabad-Ladies Finger,2015-10-01,1989,3023.1649305555557
Aurangabad,Ladies Finger,Aurangabad-Ladies Finger,2016-10-01,1602,2963.706597222222
Aurangabad,Ladies Finger,Aurangabad-Ladies Finger,2014-09-01,1576,1513.5815972222222
Aurangabad,Ladies Finger,Aurangabad-Ladies Finger,2015-09-01,1357,1083.623263888889
Aurangabad,Ladies Finger,Aurangabad-Ladies Finger,2016-09-01,876,1156.4565972222222
Aurangabad,Lemon,Aurangabad-Lemon,2015-04-01,3402,3296.0280788059586
Aurangabad,Lemon,Aurangabad-Lemon,2016-04-01,4246,3158.184000810011
Aurangabad,Lemon,Aurangabad-Lemon,2015-08-01,844,1889.0928309951512
Aurangabad,Lemon,Aurangabad-Lemon,2016-08-01,2506,1221.5138517364478
Aurangabad,Lemon,Aurangabad-Lemon,2014-12-01,1070,1310.033818019601
Aurangabad,Lemon,Aurangabad-Lemon,2015-12-01,2257,2543.698431239147
Aurangabad,Lemon,Aurangabad-Lemon,2015-02-01,2638,2419.353407671962
Aurangabad,Lemon,Aurangabad-Lemon,2016-02-01,2934,2232.4037552645323
Aurangabad,Lemon,Aurangabad-Lemon,2015-01-01,1037,2067.2831475441662
Aurangabad,Lemon,Aurangabad-Lemon,2016-01-01,2141,2136.0100655681194
Aurangabad,Lemon,Aurangabad-Lemon,2015-07-01,1082,2228.2498834901326
Aurangabad,Lemon,Aurangabad-Lemon,2016-07-01,2510,2284.6164243416465
Aurangabad,Lemon,Aurangabad-Lemon,2015-06-01,1513,2308.531942388646
Aurangabad,Lemon,Aurangabad-Lemon,2016-06-01,3267,2354.5109349975232
Aurangabad,Lemon,Aurangabad-Lemon,2015-03-01,3934,2447.233894698264
Aurangabad,Lemon,Aurangabad-Lemon,2016-03-01,4232,2576.5951059524887
Aurangabad,Lemon,Aurangabad-Lemon,2015-05-01,3022,2704.708200945001
Aurangabad,Lemon,Aurangabad-Lemon,2016-05-01,4481,2829.1172089672696
Aurangabad,Lemon,Aurangabad-Lemon,2014-11-01,1760,2602.619120810306
Aurangabad,Lemon,Aurangabad-Lemon,2015-11-01,2280,2786.2393723848336
Aurangabad,Lemon,Aurangabad-Lemon,2014-10-01,4024,3065.3526750977526
Aurangabad,Lemon,Aurangabad-Lemon,2015-10-01,3000,4612.257028559846
Aurangabad,Lemon,Aurangabad-Lemon,2016-10-01,2810,5169.0454783366295
Aurangabad,Lemon,Aurangabad-Lemon,2014-09-01,3014,6783.470094076026
Aurangabad,Lemon,Aurangabad-Lemon,2015-09-01,2111,3742.2057351274025
Aurangabad,Lemon,Aurangabad-Lemon,2016-09-01,3422,2205.391909114347
Aurangabad,Mosambi,Aurangabad-Mosambi,2015-04-01,2200,2624.490309560229
Aurangabad,Mosambi,Aurangabad-Mosambi,2016-04-01,3748,2740.0390932105547
Aurangabad,Mosambi,Aurangabad-Mosambi,2015-08-01,1782,2070.147964218685
Aurangabad,Mosambi,Aurangabad-Mosambi,2016-08-01,1996,1340.3637686104012
Aurangabad,Mosambi,Aurangabad-Mosambi,2014-12-01,1676,2874.421841245394
Aurangabad,Mosambi,Aurangabad-Mosambi,2015-12-01,3343,3705.619851501684
Aurangabad,Mosambi,Aurangabad-Mosambi,2015-02-01,2706,1874.0394441168835
Aurangabad,Mosambi,Aurangabad-Mosambi,2016-02-01,1961,1918.2128550515733
Aurangabad,Mosambi,Aurangabad-Mosambi,2015-01-01,2339,2285.0328925031754
Aurangabad,Mosambi,Aurangabad-Mosambi,2016-01-01,2176,2373.991872321823
Aurangabad,Mosambi,Aurangabad-Mosambi,2015-07-01,2428,2436.250739537852
Aurangabad,Mosambi,Aurangabad-Mosambi,2016-07-01,2487,2398.663604277111
Aurangabad,Mosambi,Aurangabad-Mosambi,2015-06-01,3445,2428.054425901699
Aurangabad,Mosambi,Aurangabad-Mosambi,2016-06-01,3400,2552.365182716681
Aurangabad,Mosambi,Aurangabad-Mosambi,2015-03-01,2033,2645.919065634384
Aurangabad,Mosambi,Aurangabad-Mosambi,2016-03-01,3488,2673.5298797521305
Aurangabad,Mosambi,Aurangabad-Mosambi,2015-05-01,3500,2674.109417079939
Aurangabad,Mosambi,Aurangabad-Mosambi,2016-05-01,4212,2685.4103949722107
Aurangabad,Mosambi,Aurangabad-Mosambi,2014-11-01,1733,3215.2727895128824
Aurangabad,Mosambi,Aurangabad-Mosambi,2015-11-01,2215,3267.9371730605894
Aurangabad,Mosambi,Aurangabad-Mosambi,2014-10-01,1825,2749.8738694923927
Aurangabad,Mosambi,Aurangabad-Mosambi,2015-10-01,1700,2342.981818837213
Aurangabad,Mosambi,Aurangabad-Mosambi,2016-10-01,3328,2495.4512311493568
Aurangabad,Mosambi,Aurangabad-Mosambi,2014-09-01,1964,2686.7186050152154
Aurangabad,Mosambi,Aurangabad-Mosambi,2015-09-01,1817,3518.474024985786
Aurangabad,Mosambi,Aurangabad-Mosambi,2016-09-01,2633,4996.6301929888905
Aurangabad,Onion,Aurangabad-Onion,2015-04-01,970,-674.9479166666667
Aurangabad,Onion,Aurangabad-Onion,2016-04-01,439,808.8020833333333
Aurangabad,Onion,Aurangabad-Onion,2015-08-01,3095,921.927083333333
Aurangabad,Onion,Aurangabad-Onion,2016-08-01,441,1409.1354166666665
Aurangabad,Onion,Aurangabad-Onion,2014-12-01,1011,1300.802083333333
Aurangabad,Onion,Aurangabad-Onion,2015-12-01,986,1708.9270833333335
Aurangabad,Onion,Aurangabad-Onion,2015-02-01,1121,1444.4270833333335
Aurangabad,Onion,Aurangabad-Onion,2016-02-01,565,1408.96875
Aurangabad,Onion,Aurangabad-Onion,2015-01-01,857,1572.5520833333335
Aurangabad,Onion,Aurangabad-Onion,2016-01-01,865,1592.8854166666667
Aurangabad,Onion,Aurangabad-Onion,2015-07-01,1590,1592.1770833333337
Aurangabad,Onion,Aurangabad-Onion,2016-07-01,503,1569.3437500000002
Aurangabad,Onion,Aurangabad-Onion,2015-06-01,1286,1523.0520833333333
Aurangabad,Onion,Aurangabad-Onion,2016-06-01,565,1477.8020833333333
Aurangabad,Onion,Aurangabad-Onion,2015-03-01,1023,1434.927083333333
Aurangabad,Onion,Aurangabad-Onion,2016-03-01,468,1384.1354166666665
Aurangabad,Onion,Aurangabad-Onion,2015-05-01,875,1308.802083333333
Aurangabad,Onion,Aurangabad-Onion,2016-05-01,377,1152.9270833333335
Aurangabad,Onion,Aurangabad-Onion,2014-11-01,941,889.4270833333334
Aurangabad,Onion,Aurangabad-Onion,2015-11-01,1454,877.96875
Aurangabad,Onion,Aurangabad-Onion,2014-10-01,1022,1074.5520833333335
Aurangabad,Onion,Aurangabad-Onion,2015-10-01,1691,871.8854166666667
Aurangabad,Onion,Aurangabad-Onion,2016-10-01,394,505.1770833333337
Aurangabad,Onion,Aurangabad-Onion,2014-09-01,864,-1084.6562499999998
Aurangabad,Onion,Aurangabad-Onion,2015-09-01,3062,-1172.9479166666667
Aurangabad,Onion,Aurangabad-Onion,2016-09-01,366,180.80208333333326
Aurangabad,Papai,Aurangabad-Papai,2015-04-01,383,890.0966131857532
Aurangabad,Papai,Aurangabad-Papai,2016-04-01,373,840.7360201680423
Aurangabad,Papai,Aurangabad-Papai,2015-08-01,1503,1420.4382307772314
Aurangabad,Papai,Aurangabad-Papai,2016-08-01,1917,1572.3436656068063
Aurangabad,Papai,Aurangabad-Papai,2014-12-01,1011,1028.433650249709
Aurangabad,Papai,Aurangabad-Papai,2015-12-01,561,1151.8128222491848
Aurangabad,Papai,Aurangabad-Papai,2015-02-01,591,955.8464811947322
Aurangabad,Papai,Aurangabad-Papai,2016-02-01,481,967.822505423445
Aurangabad,Papai,Aurangabad-Papai,2015-01-01,609,880.2007814653954
Aurangabad,Papai,Aurangabad-Papai,2016-01-01,550,841.7539438441771
Aurangabad,Papai,Aurangabad-Papai,2015-07-01,1705,821.41149025873
Aurangabad,Papai,Aurangabad-Papai,2016-07-01,1507,814.6573160820295
Aurangabad,Papai,Aurangabad-Papai,2015-06-01,1130,809.6616251229316
Aurangabad,Papai,Aurangabad-Papai,2016-06-01,2737,808.6624869311121
Aurangabad,Papai,Aurangabad-Papai,2015-03-01,496,808.2628316543842
Aurangabad,Papai,Aurangabad-Papai,2016-03-01,481,872.4874346245483
Aurangabad,Papai,Aurangabad-Papai,2015-05-01,400,928.7988631155007
Aurangabad,Papai,Aurangabad-Papai,2016-05-01,400,937.4314170928221
Aurangabad,Papai,Aurangabad-Papai,2014-11-01,1188,926.9398335779559
Aurangabad,Papai,Aurangabad-Papai,2015-11-01,676,942.5529883105613
Aurangabad,Papai,Aurangabad-Papai,2014-10-01,1232,880.2007814653954
Aurangabad,Papai,Aurangabad-Papai,2015-10-01,1185,2038.8323400898341
Aurangabad,Papai,Aurangabad-Papai,2016-10-01,1550,726.0217688093292
Aurangabad,Papai,Aurangabad-Papai,2014-09-01,1173,1039.0539420686964
Aurangabad,Papai,Aurangabad-Papai,2015-09-01,1067,1260.4010865315738
Aurangabad,Papai,Aurangabad-Papai,2016-09-01,1661,1057.7441812179104
Aurangabad,Pomegranate,Aurangabad-Pomegranate,2015-04-01,2768,2364.4687500000005
Aurangabad,Pomegranate,Aurangabad-Pomegranate,2016-04-01,2710,3028.6354166666665
Aurangabad,Pomegranate,Aurangabad-Pomegranate,2015-08-01,2870,3327.1770833333335
Aurangabad,Pomegranate,Aurangabad-Pomegranate,2016-08-01,2869,3200.3437500000005
Aurangabad,Pomegranate,Aurangabad-Pomegranate,2014-12-01,2922,2965.1770833333335
Aurangabad,Pomegranate,Aurangabad-Pomegranate,2015-12-01,2419,3327.760416666666
Aurangabad,Pomegranate,Aurangabad-Pomegranate,2015-02-01,3019,3087.385416666666
Aurangabad,Pomegranate,Aurangabad-Pomegranate,2016-02-01,2338,2808.71875
Aurangabad,Pomegranate,Aurangabad-Pomegranate,2015-01-01,2997,2902.96875
Aurangabad,Pomegranate,Aurangabad-Pomegranate,2016-01-01,2686,2856.510416666667
Aurangabad,Pomegranate,Aurangabad-Pomegranate,2015-07-01,3011,2822.5937500000005
Aurangabad,Pomegranate,Aurangabad-Pomegranate,2016-07-01,2834,2781.260416666667
Aurangabad,Pomegranate,Aurangabad-Pomegranate,2015-06-01,3487,2727.4687500000005
Aurangabad,Pomegranate,Aurangabad-Pomegranate,2016-06-01,2628,2699.6354166666665
Aurangabad,Pomegranate,Aurangabad-Pomegranate,2015-03-01,2986,2715.1770833333335
Aurangabad,Pomegranate,Aurangabad-Pomegranate,2016-03-01,2376,2697.3437500000005
Aurangabad,Pomegranate,Aurangabad-Pomegranate,2015-05-01,1850,2654.1770833333335
Aurangabad,Pomegranate,Aurangabad-Pomegranate,2016-05-01,2281,2646.760416666666
Aurangabad,Pomegranate,Aurangabad-Pomegranate,2014-11-01,2814,2477.385416666666
Aurangabad,Pomegranate,Aurangabad-Pomegranate,2015-11-01,2202,2750.71875
Aurangabad,Pomegranate,Aurangabad-Pomegranate,2014-10-01,3461,3333.96875
Aurangabad,Pomegranate,Aurangabad-Pomegranate,2015-10-01,3132,1997.510416666667
Aurangabad,Pomegranate,Aurangabad-Pomegranate,2016-10-01,3515,2645.5937500000005
Aurangabad,Pomegranate,Aurangabad-Pomegranate,2014-09-01,3288,2780.260416666667
Aurangabad,Pomegranate,Aurangabad-Pomegranate,2015-09-01,3651,2182.4687500000005
Aurangabad,Pomegranate,Aurangabad-Pomegranate,2016-09-01,3106,3082.6354166666665
Aurangabad,Potato,Aurangabad-Potato,2015-04-01,570,2041.3530833717725
Aurangabad,Potato,Aurangabad-Potato,2016-04-01,1179,2023.5940729636561
Aurangabad,Potato,Aurangabad-Potato,2015-08-01,643,1974.747658916014
Aurangabad,Potato,Aurangabad-Potato,2016-08-01,1526,1862.7106846459678
Aurangabad,Potato,Aurangabad-Potato,2014-12-01,1943,989.4328531782271
Aurangabad,Potato,Aurangabad-Potato,2015-12-01,846,835.692453911056
Aurangabad,Potato,Aurangabad-Potato,2015-02-01,769,834.5616054067717
Aurangabad,Potato,Aurangabad-Potato,2016-02-01,864,643.2753301039164
Aurangabad,Potato,Aurangabad-Potato,2015-01-01,1029,806.5014731532575
Aurangabad,Potato,Aurangabad-Potato,2016-01-01,908,712.1617282729441
Aurangabad,Potato,Aurangabad-Potato,2015-07-01,708,667.2064038346729
Aurangabad,Potato,Aurangabad-Potato,2016-07-01,1609,666.2467663671893
Aurangabad,Potato,Aurangabad-Potato,2015-06-01,725,679.829327445419
Aurangabad,Potato,Aurangabad-Potato,2016-06-01,1505,712.3831830731327
Aurangabad,Potato,Aurangabad-Potato,2015-03-01,667,758.556508912441
Aurangabad,Potato,Aurangabad-Potato,2016-03-01,940,811.0412965571223
Aurangabad,Potato,Aurangabad-Potato,2015-05-01,700,873.0855497432752
Aurangabad,Potato,Aurangabad-Potato,2016-05-01,1342,938.9314436659979
Aurangabad,Potato,Aurangabad-Potato,2014-11-01,2369,1176.1437917276842
Aurangabad,Potato,Aurangabad-Potato,2015-11-01,910,1330.5642354254692
Aurangabad,Potato,Aurangabad-Potato,2014-10-01,2281,1546.1785385309593
Aurangabad,Potato,Aurangabad-Potato,2015-10-01,803,1478.349518690732
Aurangabad,Potato,Aurangabad-Potato,2016-10-01,1116,1516.2925194491365
Aurangabad,Potato,Aurangabad-Potato,2014-09-01,2189,1581.1703973193326
Aurangabad,Potato,Aurangabad-Potato,2015-09-01,729,1221.6411782626872
Aurangabad,Potato,Aurangabad-Potato,2016-09-01,1310,990.0618086047524
Aurangabad,Shevga,Aurangabad-Shevga,2015-04-01,1479,4986.778824543737
Aurangabad,Shevga,Aurangabad-Shevga,2016-04-01,868,2510.8512930221023
Aurangabad,Shevga,Aurangabad-Shevga,2015-08-01,1752,3420.7831937516144
Aurangabad,Shevga,Aurangabad-Shevga,2016-08-01,1835,2998.3368632836796
Aurangabad,Shevga,Aurangabad-Shevga,2014-12-01,4360,3306.8777016944605
Aurangabad,Shevga,Aurangabad-Shevga,2015-12-01,3813,6553.582330791767
Aurangabad,Shevga,Aurangabad-Shevga,2015-02-01,4050,5037.013812582109
Aurangabad,Shevga,Aurangabad-Shevga,2016-02-01,1562,3734.3602777518763
Aurangabad,Shevga,Aurangabad-Shevga,2015-01-01,4279,3296.888433461883
Aurangabad,Shevga,Aurangabad-Shevga,2016-01-01,3284,3228.6547542491044
Aurangabad,Shevga,Aurangabad-Shevga,2015-07-01,3839,3165.8390328484443
Aurangabad,Shevga,Aurangabad-Shevga,2016-07-01,3502,3023.9537166107666
Aurangabad,Shevga,Aurangabad-Shevga,2015-06-01,5158,2829.9663850219567
Aurangabad,Shevga,Aurangabad-Shevga,2016-06-01,3427,2712.441510676363
Aurangabad,Shevga,Aurangabad-Shevga,2015-03-01,3062,2690.1178950294366
Aurangabad,Shevga,Aurangabad-Shevga,2016-03-01,788,2622.1693714909798
Aurangabad,Shevga,Aurangabad-Shevga,2015-05-01,2083,2537.9262379912616
Aurangabad,Shevga,Aurangabad-Shevga,2016-05-01,2146,2527.5791606658618
Aurangabad,Shevga,Aurangabad-Shevga,2014-11-01,5281,1296.2661281236778
Aurangabad,Shevga,Aurangabad-Shevga,2015-11-01,4153,2191.6326714595193
Aurangabad,Shevga,Aurangabad-Shevga,2014-10-01,3338,3396.6022939074414
Aurangabad,Shevga,Aurangabad-Shevga,2015-10-01,3606,2145.133742305483
Aurangabad,Shevga,Aurangabad-Shevga,2016-10-01,2683,2887.9313084228315
Aurangabad,Shevga,Aurangabad-Shevga,2014-09-01,3667,3167.2117979342215
Aurangabad,Shevga,Aurangabad-Shevga,2015-09-01,2081,2819.0871293371056
Aurangabad,Shevga,Aurangabad-Shevga,2016-09-01,2073,2018.1587834566508
Aurangabad,Tomato,Aurangabad-Tomato,2015-04-01,771,1976.4329298956675
Aurangabad,Tomato,Aurangabad-Tomato,2016-04-01,879,948.3487042376446
Aurangabad,Tomato,Aurangabad-Tomato,2015-08-01,761,300.21596040229065
Aurangabad,Tomato,Aurangabad-Tomato,2016-08-01,745,1149.1106390465002
Aurangabad,Tomato,Aurangabad-Tomato,2014-12-01,1083,1218.587174066207
Aurangabad,Tomato,Aurangabad-Tomato,2015-12-01,1088,4290.637735361066
Aurangabad,Tomato,Aurangabad-Tomato,2015-02-01,1253,1268.1286599123976
Aurangabad,Tomato,Aurangabad-Tomato,2016-02-01,392,1033.0868032926053
Aurangabad,Tomato,Aurangabad-Tomato,2015-01-01,992,1003.0843134528519
Aurangabad,Tomato,Aurangabad-Tomato,2016-01-01,1061,1059.1273001364852
Aurangabad,Tomato,Aurangabad-Tomato,2015-07-01,1575,1061.9913754228035
Aurangabad,Tomato,Aurangabad-Tomato,2016-07-01,2598,1031.3380291151807
Aurangabad,Tomato,Aurangabad-Tomato,2015-06-01,1717,990.931345346042
Aurangabad,Tomato,Aurangabad-Tomato,2016-06-01,4542,988.0285663396381
Aurangabad,Tomato,Aurangabad-Tomato,2015-03-01,676,1018.6432089271752
Aurangabad,Tomato,Aurangabad-Tomato,2016-03-01,493,1154.4158589866963
Aurangabad,Tomato,Aurangabad-Tomato,2015-05-01,1080,1303.3477738752474
Aurangabad,Tomato,Aurangabad-Tomato,2016-05-01,1763,1342.3224200012273
Aurangabad,Tomato,Aurangabad-Tomato,2014-11-01,603,924.8334753503135
Aurangabad,Tomato,Aurangabad-Tomato,2015-11-01,2046,1177.7993516137485
Aurangabad,Tomato,Aurangabad-Tomato,2014-10-01,956,1637.442263534609
Aurangabad,Tomato,Aurangabad-Tomato,2015-10-01,996,2801.7217223179478
Aurangabad,Tomato,Aurangabad-Tomato,2016-10-01,494,1751.780059268853
Aurangabad,Tomato,Aurangabad-Tomato,2014-09-01,1456,1009.6541809340468
Aurangabad,Tomato,Aurangabad-Tomato,2015-09-01,730,560.6228022300211
Aurangabad,Tomato,Aurangabad-Tomato,2016-09-01,413,490.0462969596197
Ausa,Gram,Ausa-Gram,2015-04-01,3824,2161.176740149833
Ausa,Gram,Ausa-Gram,2016-04-01,5172,2694.5543193787857
Ausa,Gram,Ausa-Gram,2015-08-01,3966,2676.851316414956
Ausa,Gram,Ausa-Gram,2016-08-01,6016,2217.013187799272
Ausa,Gram,Ausa-Gram,2014-12-01,2261,2914.294543060578
Ausa,Gram,Ausa-Gram,2015-12-01,4541,4240.342545262137
Ausa,Gram,Ausa-Gram,2015-02-01,3627,3655.839672725782
Ausa,Gram,Ausa-Gram,2016-02-01,4174,3718.651046248903
Ausa,Gram,Ausa-Gram,2015-01-01,2735,3640.3572520450975
Ausa,Gram,Ausa-Gram,2016-01-01,4385,3799.785933883042
Ausa,Gram,Ausa-Gram,2015-07-01,3909,3962.527419499436
Ausa,Gram,Ausa-Gram,2016-07-01,6867,4053.50529326514
Ausa,Gram,Ausa-Gram,2015-06-01,3994,4114.1710124580195
Ausa,Gram,Ausa-Gram,2016-06-01,6344,4208.006179482639
Ausa,Gram,Ausa-Gram,2015-03-01,3442,4309.5850253393855
Ausa,Gram,Ausa-Gram,2016-03-01,4360,4452.656738521227
Ausa,Gram,Ausa-Gram,2015-05-01,4430,4672.461269221438
Ausa,Gram,Ausa-Gram,2016-05-01,5535,4879.842785752457
Ausa,Gram,Ausa-Gram,2014-11-01,2574,4630.8718689960515
Ausa,Gram,Ausa-Gram,2015-11-01,4144,5029.514438075138
Ausa,Gram,Ausa-Gram,2014-10-01,2562,4548.39218737463
Ausa,Gram,Ausa-Gram,2015-10-01,4001,6035.513761781177
Ausa,Gram,Ausa-Gram,2016-10-01,8360,6961.032435329401
Ausa,Gram,Ausa-Gram,2014-09-01,2315,6148.73621893169
Ausa,Gram,Ausa-Gram,2015-09-01,4407,6281.882628280012
Ausa,Gram,Ausa-Gram,2016-09-01,6729,8792.534781423361
Ausa,Pigeon Pea (Tur),Ausa-Pigeon Pea (Tur),2015-04-01,6376,4091.6763718685497
Ausa,Pigeon Pea (Tur),Ausa-Pigeon Pea (Tur),2016-04-01,9058,4512.600486429542
Ausa,Pigeon Pea (Tur),Ausa-Pigeon Pea (Tur),2015-08-01,9073,4277.227341059197
Ausa,Pigeon Pea (Tur),Ausa-Pigeon Pea (Tur),2016-08-01,6010,4871.747248998568
Ausa,Pigeon Pea (Tur),Ausa-Pigeon Pea (Tur),2014-12-01,5161,5353.053274385857
Ausa,Pigeon Pea (Tur),Ausa-Pigeon Pea (Tur),2015-12-01,9459,6421.84006825853
Ausa,Pigeon Pea (Tur),Ausa-Pigeon Pea (Tur),2015-02-01,5796,6495.757366060028
Ausa,Pigeon Pea (Tur),Ausa-Pigeon Pea (Tur),2016-02-01,8085,6373.88371325107
Ausa,Pigeon Pea (Tur),Ausa-Pigeon Pea (Tur),2015-01-01,5461,7214.869724381847
Ausa,Pigeon Pea (Tur),Ausa-Pigeon Pea (Tur),2016-01-01,9228,7614.282000952739
Ausa,Pigeon Pea (Tur),Ausa-Pigeon Pea (Tur),2015-07-01,7112,7960.393531042376
Ausa,Pigeon Pea (Tur),Ausa-Pigeon Pea (Tur),2016-07-01,8134,8220.288314207019
Ausa,Pigeon Pea (Tur),Ausa-Pigeon Pea (Tur),2015-06-01,7053,8402.892723448356
Ausa,Pigeon Pea (Tur),Ausa-Pigeon Pea (Tur),2016-06-01,8751,8602.362827832316
Ausa,Pigeon Pea (Tur),Ausa-Pigeon Pea (Tur),2015-03-01,5940,8786.726762521104
Ausa,Pigeon Pea (Tur),Ausa-Pigeon Pea (Tur),2016-03-01,7906,8928.86208647112
Ausa,Pigeon Pea (Tur),Ausa-Pigeon Pea (Tur),2015-05-01,7020,9045.591579570168
Ausa,Pigeon Pea (Tur),Ausa-Pigeon Pea (Tur),2016-05-01,8634,8958.001544491064
Ausa,Pigeon Pea (Tur),Ausa-Pigeon Pea (Tur),2014-11-01,4751,8645.699955567437
Ausa,Pigeon Pea (Tur),Ausa-Pigeon Pea (Tur),2015-11-01,9760,9054.993518605426
Ausa,Pigeon Pea (Tur),Ausa-Pigeon Pea (Tur),2014-10-01,4525,8873.673105457672
Ausa,Pigeon Pea (Tur),Ausa-Pigeon Pea (Tur),2015-10-01,8626,9447.40986677122
Ausa,Pigeon Pea (Tur),Ausa-Pigeon Pea (Tur),2016-10-01,6167,9104.308349479568
Ausa,Pigeon Pea (Tur),Ausa-Pigeon Pea (Tur),2014-09-01,4473,5445.159568872939
Ausa,Pigeon Pea (Tur),Ausa-Pigeon Pea (Tur),2015-09-01,9186,5991.611946286385
Ausa,Pigeon Pea (Tur),Ausa-Pigeon Pea (Tur),2016-09-01,6550,6150.101038632261
Ausa,Safflower,Ausa-Safflower,2015-04-01,2623,2584.031851553609
Ausa,Safflower,Ausa-Safflower,2016-04-01,2749,2302.97803208954
Ausa,Safflower,Ausa-Safflower,2015-08-01,2419,2342.319262175748
Ausa,Safflower,Ausa-Safflower,2016-08-01,2654,2266.1979010859245
Ausa,Safflower,Ausa-Safflower,2014-12-01,2368,2372.5368552526606
Ausa,Safflower,Ausa-Safflower,2015-12-01,2760,2488.320473999765
Ausa,Safflower,Ausa-Safflower,2015-02-01,2526,2549.38140528254
Ausa,Safflower,Ausa-Safflower,2016-02-01,2725,2490.822676219133
Ausa,Safflower,Ausa-Safflower,2015-01-01,2396,2516.0074332873382
Ausa,Safflower,Ausa-Safflower,2016-01-01,2688,2544.4134964921755
Ausa,Safflower,Ausa-Safflower,2015-07-01,2419,2573.0287354201705
Ausa,Safflower,Ausa-Safflower,2016-07-01,2726,2593.569791434272
Ausa,Safflower,Ausa-Safflower,2015-06-01,2516,2605.0744562079544
Ausa,Safflower,Ausa-Safflower,2016-06-01,2695,2613.525155423532
Ausa,Safflower,Ausa-Safflower,2015-03-01,2549,2626.3267096807926
