APMC,Commodity,Year,Month,arrivals_in_qtl,min_price,max_price,modal_price,date,district_name,state_name,cluster
Akole,Bajri,2015,April,52,1357,1800,1525,2015-04-01,Ahmadnagar,Maharashtra,Akole-Bajri
Akole,Bajri,2016,April,75,1460,1960,1685,2016-04-01,Ahmadnagar,Maharashtra,Akole-Bajri
Akole,Paddy-Unhusked,2015,April,113,1450,1925,1625,2015-04-01,Ahmadnagar,Maharashtra,Akole-Paddy-Unhusked
Akole,Paddy-Unhusked,2016,April,448,1500,2017,1704,2016-04-01,Ahmadnagar,Maharashtra,Akole-Paddy-Unhusked
Akole,Wheat(Husked),2015,April,164,1450,1975,1644,2015-04-01,Ahmadnagar,Maharashtra,Akole-Wheat(Husked)
Akole,Wheat(Husked),2016,April,115,1517,2150,1725,2016-04-01,Ahmadnagar,Maharashtra,Akole-Wheat(Husked)
Akole,Gram,2015,April,39,3200,3500,3350,2015-04-01,Ahmadnagar,Maharashtra,Akole-Gram
Akole,Gram,2016,April,70,3767,4833,4383,2016-04-01,Ahmadnagar,Maharashtra,Akole-Gram
Akole,Soybean,2015,April,285,3000,3450,3250,2015-04-01,Ahmadnagar,Maharashtra,Akole-Soybean
Akole,Soybean,2016,April,378,3400,3883,3683,2016-04-01,Ahmadnagar,Maharashtra,Akole-Soybean
Jamkhed,Bajri,2015,April,164,1304,1446,1375,2015-04-01,Ahmadnagar,Maharashtra,Jamkhed-Bajri
Jamkhed,Bajri,2016,April,45,1513,1742,1627,2016-04-01,Ahmadnagar,Maharashtra,Jamkhed-Bajri
Jamkhed,Wheat(Husked),2015,April,735,1856,2256,2056,2015-04-01,Ahmadnagar,Maharashtra,Jamkhed-Wheat(Husked)
Jamkhed,Wheat(Husked),2016,April,46,2132,2268,2200,2016-04-01,Ahmadnagar,Maharashtra,Jamkhed-Wheat(Husked)
Jamkhed,Sorgum(Jawar),2015,April,20890,1800,2800,2300,2015-04-01,Ahmadnagar,Maharashtra,Jamkhed-Sorgum(Jawar)
Jamkhed,Sorgum(Jawar),2016,April,24391,1861,2933,2397,2016-04-01,Ahmadnagar,Maharashtra,Jamkhed-Sorgum(Jawar)
Jamkhed,Onion,2015,April,5232,106,1469,788,2015-04-01,Ahmadnagar,Maharashtra,Jamkhed-Onion
Jamkhed,Onion,2016,April,7587,100,939,519,2016-04-01,Ahmadnagar,Maharashtra,Jamkhed-Onion
Kopargaon,Bajri,2015,April,354,1164,1469,1401,2015-04-01,Ahmadnagar,Maharashtra,Kopargaon-Bajri
Kopargaon,Bajri,2016,April,388,1603,2018,1750,2016-04-01,Ahmadnagar,Maharashtra,Kopargaon-Bajri
Kopargaon,Wheat(Husked),2015,April,9668,1302,1713,1529,2015-04-01,Ahmadnagar,Maharashtra,Kopargaon-Wheat(Husked)
Kopargaon,Wheat(Husked),2016,April,1028,1486,1861,1652,2016-04-01,Ahmadnagar,Maharashtra,Kopargaon-Wheat(Husked)
Kopargaon,Sorgum(Jawar),2015,April,672,1070,1421,1324,2015-04-01,Ahmadnagar,Maharashtra,Kopargaon-Sorgum(Jawar)
Kopargaon,Sorgum(Jawar),2016,April,2038,1445,1974,1770,2016-04-01,Ahmadnagar,Maharashtra,Kopargaon-Sorgum(Jawar)
Kopargaon,Maize,2015,April,389,1156,1257,1226,2015-04-01,Ahmadnagar,Maharashtra,Kopargaon-Maize
Kopargaon,Maize,2016,April,284,1373,1445,1418,2016-04-01,Ahmadnagar,Maharashtra,Kopargaon-Maize
Kopargaon,Gram,2015,April,2378,3214,3822,3681,2015-04-01,Ahmadnagar,Maharashtra,Kopargaon-Gram
Kopargaon,Gram,2016,April,748,4492,5435,5276,2016-04-01,Ahmadnagar,Maharashtra,Kopargaon-Gram
Kopargaon,Soybean,2015,April,329,3244,3590,3517,2015-04-01,Ahmadnagar,Maharashtra,Kopargaon-Soybean
Kopargaon,Soybean,2016,April,175,3728,3950,3893,2016-04-01,Ahmadnagar,Maharashtra,Kopargaon-Soybean
Kopargaon,Onion,2015,April,34179,395,1350,988,2015-04-01,Ahmadnagar,Maharashtra,Kopargaon-Onion
Kopargaon,Onion,2016,April,18750,250,845,701,2016-04-01,Ahmadnagar,Maharashtra,Kopargaon-Onion
Newasa,Wheat(Husked),2015,April,575,1450,1511,1481,2015-04-01,Ahmadnagar,Maharashtra,Newasa-Wheat(Husked)
Newasa,Wheat(Husked),2016,April,135,1608,1900,1667,2016-04-01,Ahmadnagar,Maharashtra,Newasa-Wheat(Husked)
Pathardi,Bajri,2015,April,371,1259,1443,1317,2015-04-01,Ahmadnagar,Maharashtra,Pathardi-Bajri
Pathardi,Bajri,2016,April,163,1285,1650,1449,2016-04-01,Ahmadnagar,Maharashtra,Pathardi-Bajri
Pathardi,Wheat(Husked),2015,April,685,1489,2133,1761,2015-04-01,Ahmadnagar,Maharashtra,Pathardi-Wheat(Husked)
Pathardi,Wheat(Husked),2016,April,343,1583,2133,1855,2016-04-01,Ahmadnagar,Maharashtra,Pathardi-Wheat(Husked)
Pathardi,Sorgum(Jawar),2015,April,734,1528,1783,1648,2015-04-01,Ahmadnagar,Maharashtra,Pathardi-Sorgum(Jawar)
Pathardi,Sorgum(Jawar),2016,April,682,1573,1935,1740,2016-04-01,Ahmadnagar,Maharashtra,Pathardi-Sorgum(Jawar)
Pathardi,Onion,2015,April,3133,238,1433,920,2015-04-01,Ahmadnagar,Maharashtra,Pathardi-Onion
Pathardi,Onion,2016,April,4703,173,1605,696,2016-04-01,Ahmadnagar,Maharashtra,Pathardi-Onion
Rahata,Bajri,2015,April,203,1168,1268,1223,2015-04-01,Ahmadnagar,Maharashtra,Rahata-Bajri
Rahata,Bajri,2016,April,39,1511,1511,1511,2016-04-01,Ahmadnagar,Maharashtra,Rahata-Bajri
Rahata,Wheat(Husked),2015,April,2698,1292,1589,1394,2015-04-01,Ahmadnagar,Maharashtra,Rahata-Wheat(Husked)
Rahata,Wheat(Husked),2016,April,346,1495,1677,1572,2016-04-01,Ahmadnagar,Maharashtra,Rahata-Wheat(Husked)
Rahata,Sorgum(Jawar),2015,April,589,1123,1315,1217,2015-04-01,Ahmadnagar,Maharashtra,Rahata-Sorgum(Jawar)
Rahata,Sorgum(Jawar),2016,April,543,1442,1611,1541,2016-04-01,Ahmadnagar,Maharashtra,Rahata-Sorgum(Jawar)
Rahata,Maize,2015,April,366,1266,1326,1283,2015-04-01,Ahmadnagar,Maharashtra,Rahata-Maize
Rahata,Maize,2016,April,297,1379,1398,1379,2016-04-01,Ahmadnagar,Maharashtra,Rahata-Maize
Rahata,Gram,2015,April,950,3335,3694,3557,2015-04-01,Ahmadnagar,Maharashtra,Rahata-Gram
Rahata,Gram,2016,April,70,4568,4678,4618,2016-04-01,Ahmadnagar,Maharashtra,Rahata-Gram
Rahata,Lemon,2015,April,17,6278,6611,6444,2015-04-01,Ahmadnagar,Maharashtra,Rahata-Lemon
Rahata,Lemon,2016,April,14,5773,6091,5955,2016-04-01,Ahmadnagar,Maharashtra,Rahata-Lemon
Rahata,Ginger (Fresh),2015,April,31,3125,3417,3242,2015-04-01,Ahmadnagar,Maharashtra,Rahata-Ginger (Fresh)
Rahata,Ginger (Fresh),2016,April,39,1550,2167,1792,2016-04-01,Ahmadnagar,Maharashtra,Rahata-Ginger (Fresh)
Rahata,Potato,2015,April,1467,588,1346,696,2015-04-01,Ahmadnagar,Maharashtra,Rahata-Potato
Rahata,Potato,2016,April,851,1192,1542,1392,2016-04-01,Ahmadnagar,Maharashtra,Rahata-Potato
Rahata,Ladies Finger,2015,April,86,1333,2208,1767,2015-04-01,Ahmadnagar,Maharashtra,Rahata-Ladies Finger
Rahata,Ladies Finger,2016,April,83,2136,2955,2564,2016-04-01,Ahmadnagar,Maharashtra,Rahata-Ladies Finger
Rahata,Bottle Gourd,2015,April,196,377,608,462,2015-04-01,Ahmadnagar,Maharashtra,Rahata-Bottle Gourd
Rahata,Bottle Gourd,2016,April,60,1655,2180,1930,2016-04-01,Ahmadnagar,Maharashtra,Rahata-Bottle Gourd
Rahata,Carrot,2015,April,9,1650,1713,1650,2015-04-01,Ahmadnagar,Maharashtra,Rahata-Carrot
Rahata,Carrot,2016,April,34,1255,1545,1327,2016-04-01,Ahmadnagar,Maharashtra,Rahata-Carrot
Rahata,Ghevda,2015,April,9,3938,4063,3938,2015-04-01,Ahmadnagar,Maharashtra,Rahata-Ghevda
Rahata,Ghevda,2016,April,7,6143,6286,6143,2016-04-01,Ahmadnagar,Maharashtra,Rahata-Ghevda
Rahata,Cucumber,2015,April,124,500,1478,611,2015-04-01,Ahmadnagar,Maharashtra,Rahata-Cucumber
Rahata,Cucumber,2016,April,73,1483,2000,1733,2016-04-01,Ahmadnagar,Maharashtra,Rahata-Cucumber
Rahata,Bitter Gourd,2015,April,20,2571,2843,2671,2015-04-01,Ahmadnagar,Maharashtra,Rahata-Bitter Gourd
Rahata,Bitter Gourd,2016,April,5,6300,6300,6300,2016-04-01,Ahmadnagar,Maharashtra,Rahata-Bitter Gourd
Rahata,Garlic,2015,April,57,2692,3192,2915,2015-04-01,Ahmadnagar,Maharashtra,Rahata-Garlic
Rahata,Garlic,2016,April,68,4000,5750,4767,2016-04-01,Ahmadnagar,Maharashtra,Rahata-Garlic
Rahata,Capsicum,2015,April,46,1904,2442,2135,2015-04-01,Ahmadnagar,Maharashtra,Rahata-Capsicum
Rahata,Capsicum,2016,April,124,1938,2733,2317,2016-04-01,Ahmadnagar,Maharashtra,Rahata-Capsicum
Rahata,Shevga,2015,April,29,1791,2200,1945,2015-04-01,Ahmadnagar,Maharashtra,Rahata-Shevga
Rahata,Shevga,2016,April,66,608,850,675,2016-04-01,Ahmadnagar,Maharashtra,Rahata-Shevga
Rahata,Tomato,2015,April,281,492,1223,869,2015-04-01,Ahmadnagar,Maharashtra,Rahata-Tomato
Rahata,Tomato,2016,April,287,425,788,558,2016-04-01,Ahmadnagar,Maharashtra,Rahata-Tomato
Rahata,Small Gourd,2015,April,6,2233,2400,2300,2015-04-01,Ahmadnagar,Maharashtra,Rahata-Small Gourd
Rahata,Small Gourd,2016,April,4,2500,3000,2750,2016-04-01,Ahmadnagar,Maharashtra,Rahata-Small Gourd
Rahata,Brinjal,2015,April,77,577,977,762,2015-04-01,Ahmadnagar,Maharashtra,Rahata-Brinjal
Rahata,Brinjal,2016,April,79,1158,1783,1533,2016-04-01,Ahmadnagar,Maharashtra,Rahata-Brinjal
Rahata,Green Chilli,2015,April,133,3500,5692,4554,2015-04-01,Ahmadnagar,Maharashtra,Rahata-Green Chilli
Rahata,Green Chilli,2016,April,197,4045,6027,5136,2016-04-01,Ahmadnagar,Maharashtra,Rahata-Green Chilli
Rahuri-Vambori,Bajri,2015,April,87,1373,1474,1422,2015-04-01,Ahmadnagar,Maharashtra,Rahuri-Vambori-Bajri
Rahuri-Vambori,Bajri,2016,April,20,1716,1763,1739,2016-04-01,Ahmadnagar,Maharashtra,Rahuri-Vambori-Bajri
Rahuri-Vambori,Wheat(Husked),2015,April,2494,1280,1836,1679,2015-04-01,Ahmadnagar,Maharashtra,Rahuri-Vambori-Wheat(Husked)
Rahuri-Vambori,Wheat(Husked),2016,April,321,1567,1829,1700,2016-04-01,Ahmadnagar,Maharashtra,Rahuri-Vambori-Wheat(Husked)
Rahuri-Vambori,Sorgum(Jawar),2015,April,830,1255,1500,1377,2015-04-01,Ahmadnagar,Maharashtra,Rahuri-Vambori-Sorgum(Jawar)
Rahuri-Vambori,Sorgum(Jawar),2016,April,551,1436,1957,1720,2016-04-01,Ahmadnagar,Maharashtra,Rahuri-Vambori-Sorgum(Jawar)
Rahuri-Vambori,Maize,2015,April,54,1275,1278,1276,2015-04-01,Ahmadnagar,Maharashtra,Rahuri-Vambori-Maize
Rahuri-Vambori,Maize,2016,April,7,1298,1298,1298,2016-04-01,Ahmadnagar,Maharashtra,Rahuri-Vambori-Maize
Rahuri-Vambori,Gram,2015,April,1089,3433,3690,3561,2015-04-01,Ahmadnagar,Maharashtra,Rahuri-Vambori-Gram
Rahuri-Vambori,Gram,2016,April,1038,4980,5945,5467,2016-04-01,Ahmadnagar,Maharashtra,Rahuri-Vambori-Gram
Rahuri-Vambori,Soybean,2015,April,149,3296,3447,3357,2015-04-01,Ahmadnagar,Maharashtra,Rahuri-Vambori-Soybean
Rahuri-Vambori,Soybean,2016,April,80,3313,3523,3418,2016-04-01,Ahmadnagar,Maharashtra,Rahuri-Vambori-Soybean
Rahuri-Vambori,Onion,2015,April,32627,108,1415,869,2015-04-01,Ahmadnagar,Maharashtra,Rahuri-Vambori-Onion
Rahuri-Vambori,Onion,2016,April,32938,135,908,515,2016-04-01,Ahmadnagar,Maharashtra,Rahuri-Vambori-Onion
Sangamner,Bajri,2015,April,883,1359,1629,1540,2015-04-01,Ahmadnagar,Maharashtra,Sangamner-Bajri
Sangamner,Bajri,2016,April,1361,1522,1996,1866,2016-04-01,Ahmadnagar,Maharashtra,Sangamner-Bajri
Sangamner,Wheat(Husked),2015,April,879,1566,1884,1734,2015-04-01,Ahmadnagar,Maharashtra,Sangamner-Wheat(Husked)
Sangamner,Wheat(Husked),2016,April,958,1635,1909,1796,2016-04-01,Ahmadnagar,Maharashtra,Sangamner-Wheat(Husked)
Sangamner,Sorgum(Jawar),2015,April,268,1950,2121,2054,2015-04-01,Ahmadnagar,Maharashtra,Sangamner-Sorgum(Jawar)
Sangamner,Sorgum(Jawar),2016,April,714,1845,1953,1891,2016-04-01,Ahmadnagar,Maharashtra,Sangamner-Sorgum(Jawar)
Sangamner,Maize,2015,April,163,1399,1405,1402,2015-04-01,Ahmadnagar,Maharashtra,Sangamner-Maize
Sangamner,Gram,2015,April,279,3638,3833,3744,2015-04-01,Ahmadnagar,Maharashtra,Sangamner-Gram
Sangamner,Gram,2016,April,606,4698,5344,5087,2016-04-01,Ahmadnagar,Maharashtra,Sangamner-Gram
Sangamner,Pomegranate,2015,April,832,3522,10565,7250,2015-04-01,Ahmadnagar,Maharashtra,Sangamner-Pomegranate
Sangamner,Pomegranate,2016,April,4480,788,6632,5341,2016-04-01,Ahmadnagar,Maharashtra,Sangamner-Pomegranate
Shevgaon,Bajri,2015,April,216,1219,1325,1267,2015-04-01,Ahmadnagar,Maharashtra,Shevgaon-Bajri
Shevgaon,Bajri,2016,April,508,1556,1832,1832,2016-04-01,Ahmadnagar,Maharashtra,Shevgaon-Bajri
Shevgaon,Wheat(Husked),2015,April,1472,1280,1631,1549,2015-04-01,Ahmadnagar,Maharashtra,Shevgaon-Wheat(Husked)
Shevgaon,Wheat(Husked),2016,April,606,1597,1764,1764,2016-04-01,Ahmadnagar,Maharashtra,Shevgaon-Wheat(Husked)
Shevgaon,Sorgum(Jawar),2015,April,1928,1262,1518,1439,2015-04-01,Ahmadnagar,Maharashtra,Shevgaon-Sorgum(Jawar)
Shevgaon,Sorgum(Jawar),2016,April,3194,1741,2033,2033,2016-04-01,Ahmadnagar,Maharashtra,Shevgaon-Sorgum(Jawar)
Shevgaon,Gram,2015,April,1097,3423,3690,3581,2015-04-01,Ahmadnagar,Maharashtra,Shevgaon-Gram
Shevgaon,Gram,2016,April,1328,4976,5115,5115,2016-04-01,Ahmadnagar,Maharashtra,Shevgaon-Gram
Shevgaon-Bodhegaon,Bajri,2015,April,887,1087,1225,1156,2015-04-01,Ahmadnagar,Maharashtra,Shevgaon-Bodhegaon-Bajri
Shevgaon-Bodhegaon,Bajri,2016,April,564,1520,1704,1704,2016-04-01,Ahmadnagar,Maharashtra,Shevgaon-Bodhegaon-Bajri
Shevgaon-Bodhegaon,Wheat(Husked),2015,April,700,1536,1666,1573,2015-04-01,Ahmadnagar,Maharashtra,Shevgaon-Bodhegaon-Wheat(Husked)
Shevgaon-Bodhegaon,Wheat(Husked),2016,April,113,1783,1908,1908,2016-04-01,Ahmadnagar,Maharashtra,Shevgaon-Bodhegaon-Wheat(Husked)
Shevgaon-Bodhegaon,Sorgum(Jawar),2015,April,3503,1382,1501,1439,2015-04-01,Ahmadnagar,Maharashtra,Shevgaon-Bodhegaon-Sorgum(Jawar)
Shevgaon-Bodhegaon,Sorgum(Jawar),2016,April,2467,1670,1966,1966,2016-04-01,Ahmadnagar,Maharashtra,Shevgaon-Bodhegaon-Sorgum(Jawar)
Shrirampur,Bajri,2015,April,270,1212,1429,1326,2015-04-01,Ahmadnagar,Maharashtra,Shrirampur-Bajri
Shrirampur,Bajri,2016,April,37,1709,1816,1795,2016-04-01,Ahmadnagar,Maharashtra,Shrirampur-Bajri
Shrirampur,Wheat(Husked),2015,April,5509,1370,1926,1778,2015-04-01,Ahmadnagar,Maharashtra,Shrirampur-Wheat(Husked)
Shrirampur,Wheat(Husked),2016,April,817,1513,2015,1852,2016-04-01,Ahmadnagar,Maharashtra,Shrirampur-Wheat(Husked)
Shrirampur,Sorgum(Jawar),2015,April,1221,1390,1840,1667,2015-04-01,Ahmadnagar,Maharashtra,Shrirampur-Sorgum(Jawar)
Shrirampur,Sorgum(Jawar),2016,April,1120,1553,1897,1779,2016-04-01,Ahmadnagar,Maharashtra,Shrirampur-Sorgum(Jawar)
Shrirampur,Maize,2015,April,323,1122,1209,1168,2015-04-01,Ahmadnagar,Maharashtra,Shrirampur-Maize
Shrirampur,Maize,2016,April,119,1305,1415,1373,2016-04-01,Ahmadnagar,Maharashtra,Shrirampur-Maize
Shrirampur,Gram,2015,April,1842,3250,3678,3551,2015-04-01,Ahmadnagar,Maharashtra,Shrirampur-Gram
Shrirampur,Gram,2016,April,906,4470,5433,5307,2016-04-01,Ahmadnagar,Maharashtra,Shrirampur-Gram
Shrirampur,Chikoo,2015,April,887,1008,1504,1258,2015-04-01,Ahmadnagar,Maharashtra,Shrirampur-Chikoo
Shrirampur,Chikoo,2016,April,629,1130,1639,1387,2016-04-01,Ahmadnagar,Maharashtra,Shrirampur-Chikoo
Shrirampur,Pomegranate,2015,April,17,3500,4500,4000,2015-04-01,Ahmadnagar,Maharashtra,Shrirampur-Pomegranate
Shrirampur,Pomegranate,2016,April,78,2591,3591,3091,2016-04-01,Ahmadnagar,Maharashtra,Shrirampur-Pomegranate
Shrirampur,Water Melon,2015,April,391,692,892,792,2015-04-01,Ahmadnagar,Maharashtra,Shrirampur-Water Melon
Shrirampur,Water Melon,2016,April,332,800,1000,900,2016-04-01,Ahmadnagar,Maharashtra,Shrirampur-Water Melon
Shrirampur,Lemon,2015,April,146,2848,3848,3348,2015-04-01,Ahmadnagar,Maharashtra,Shrirampur-Lemon
Shrirampur,Lemon,2016,April,80,2761,3739,3250,2016-04-01,Ahmadnagar,Maharashtra,Shrirampur-Lemon
Shrirampur,Mosambi,2015,April,65,2389,3389,2889,2015-04-01,Ahmadnagar,Maharashtra,Shrirampur-Mosambi
Shrirampur,Mosambi,2016,April,7,2500,3500,3000,2016-04-01,Ahmadnagar,Maharashtra,Shrirampur-Mosambi
Shrirampur,Papai,2015,April,53,800,1023,904,2015-04-01,Ahmadnagar,Maharashtra,Shrirampur-Papai
Shrirampur,Papai,2016,April,28,500,700,600,2016-04-01,Ahmadnagar,Maharashtra,Shrirampur-Papai
Shrirampur,Ginger (Fresh),2015,April,283,2500,3500,3000,2015-04-01,Ahmadnagar,Maharashtra,Shrirampur-Ginger (Fresh)
Shrirampur,Ginger (Fresh),2016,April,283,1614,2114,1864,2016-04-01,Ahmadnagar,Maharashtra,Shrirampur-Ginger (Fresh)
Shrirampur,Potato,2015,April,1950,808,1029,921,2015-04-01,Ahmadnagar,Maharashtra,Shrirampur-Potato
Shrirampur,Potato,2016,April,1820,1000,1378,1189,2016-04-01,Ahmadnagar,Maharashtra,Shrirampur-Potato
Shrirampur,Ladies Finger,2015,April,183,1435,1930,1683,2015-04-01,Ahmadnagar,Maharashtra,Shrirampur-Ladies Finger
Shrirampur,Ladies Finger,2016,April,157,1761,2478,2115,2016-04-01,Ahmadnagar,Maharashtra,Shrirampur-Ladies Finger
Shrirampur,Bottle Gourd,2015,April,84,521,721,621,2015-04-01,Ahmadnagar,Maharashtra,Shrirampur-Bottle Gourd
Shrirampur,Bottle Gourd,2016,April,56,800,1000,900,2016-04-01,Ahmadnagar,Maharashtra,Shrirampur-Bottle Gourd
Shrirampur,Flower,2015,April,143,413,613,513,2015-04-01,Ahmadnagar,Maharashtra,Shrirampur-Flower
Shrirampur,Flower,2016,April,114,904,1143,1024,2016-04-01,Ahmadnagar,Maharashtra,Shrirampur-Flower
Shrirampur,Cucumber,2015,April,257,550,754,650,2015-04-01,Ahmadnagar,Maharashtra,Shrirampur-Cucumber
Shrirampur,Cucumber,2016,April,166,1065,1513,1289,2016-04-01,Ahmadnagar,Maharashtra,Shrirampur-Cucumber
Shrirampur,Cabbage,2015,April,114,308,508,408,2015-04-01,Ahmadnagar,Maharashtra,Shrirampur-Cabbage
Shrirampur,Cabbage,2016,April,87,665,865,765,2016-04-01,Ahmadnagar,Maharashtra,Shrirampur-Cabbage
Shrirampur,Garlic,2015,April,107,2500,3250,2875,2015-04-01,Ahmadnagar,Maharashtra,Shrirampur-Garlic
Shrirampur,Garlic,2016,April,96,3833,4833,4333,2016-04-01,Ahmadnagar,Maharashtra,Shrirampur-Garlic
Shrirampur,Capsicum,2015,April,210,1542,2029,1785,2015-04-01,Ahmadnagar,Maharashtra,Shrirampur-Capsicum
Shrirampur,Capsicum,2016,April,166,1543,2043,1793,2016-04-01,Ahmadnagar,Maharashtra,Shrirampur-Capsicum
Shrirampur,Tomato,2015,April,900,1471,1958,1715,2015-04-01,Ahmadnagar,Maharashtra,Shrirampur-Tomato
Shrirampur,Tomato,2016,April,843,787,1039,913,2016-04-01,Ahmadnagar,Maharashtra,Shrirampur-Tomato
Shrirampur,Brinjal,2015,April,340,904,1179,1042,2015-04-01,Ahmadnagar,Maharashtra,Shrirampur-Brinjal
Shrirampur,Brinjal,2016,April,289,1152,1748,1461,2016-04-01,Ahmadnagar,Maharashtra,Shrirampur-Brinjal
Shrirampur,Green Chilli,2015,April,323,2917,3958,3438,2015-04-01,Ahmadnagar,Maharashtra,Shrirampur-Green Chilli
Shrirampur,Green Chilli,2016,April,488,3500,4500,4000,2016-04-01,Ahmadnagar,Maharashtra,Shrirampur-Green Chilli
Akole,Bajri,2015,August,12,1400,1800,1625,2015-08-01,Ahmadnagar,Maharashtra,Akole-Bajri
Akole,Bajri,2016,August,31,1433,2033,1675,2016-08-01,Ahmadnagar,Maharashtra,Akole-Bajri
Akole,Paddy-Unhusked,2015,August,58,1475,2000,1625,2015-08-01,Ahmadnagar,Maharashtra,Akole-Paddy-Unhusked
Akole,Paddy-Unhusked,2016,August,93,1500,2200,1700,2016-08-01,Ahmadnagar,Maharashtra,Akole-Paddy-Unhusked
Akole,Wheat(Husked),2015,August,137,1475,1975,1681,2015-08-01,Ahmadnagar,Maharashtra,Akole-Wheat(Husked)
Akole,Wheat(Husked),2016,August,41,1533,2300,1800,2016-08-01,Ahmadnagar,Maharashtra,Akole-Wheat(Husked)
Akole,Gram,2015,August,27,3333,4033,3567,2015-08-01,Ahmadnagar,Maharashtra,Akole-Gram
Akole,Gram,2016,August,8,5000,6600,6050,2016-08-01,Ahmadnagar,Maharashtra,Akole-Gram
Akole,Soybean,2015,August,141,2825,3138,3000,2015-08-01,Ahmadnagar,Maharashtra,Akole-Soybean
Akole,Soybean,2016,August,87,3250,3525,3425,2016-08-01,Ahmadnagar,Maharashtra,Akole-Soybean
Jamkhed,Bajri,2015,August,63,1413,1557,1485,2015-08-01,Ahmadnagar,Maharashtra,Jamkhed-Bajri
Jamkhed,Bajri,2016,August,136,1508,1817,1663,2016-08-01,Ahmadnagar,Maharashtra,Jamkhed-Bajri
Jamkhed,Wheat(Husked),2015,August,118,1915,2275,2086,2015-08-01,Ahmadnagar,Maharashtra,Jamkhed-Wheat(Husked)
Jamkhed,Wheat(Husked),2016,August,21,1650,1900,1775,2016-08-01,Ahmadnagar,Maharashtra,Jamkhed-Wheat(Husked)
Jamkhed,Sorgum(Jawar),2015,August,9211,1606,2929,2268,2015-08-01,Ahmadnagar,Maharashtra,Jamkhed-Sorgum(Jawar)
Jamkhed,Sorgum(Jawar),2016,August,11056,1786,2493,2139,2016-08-01,Ahmadnagar,Maharashtra,Jamkhed-Sorgum(Jawar)
Jamkhed,Onion,2015,August,248,1550,4275,2850,2015-08-01,Ahmadnagar,Maharashtra,Jamkhed-Onion
Jamkhed,Onion,2016,August,4791,100,957,471,2016-08-01,Ahmadnagar,Maharashtra,Jamkhed-Onion
Kopargaon,Bajri,2015,August,198,1367,1509,1453,2015-08-01,Ahmadnagar,Maharashtra,Kopargaon-Bajri
Kopargaon,Bajri,2016,August,207,1467,1758,1606,2016-08-01,Ahmadnagar,Maharashtra,Kopargaon-Bajri
Kopargaon,Wheat(Husked),2015,August,583,1434,1592,1542,2015-08-01,Ahmadnagar,Maharashtra,Kopargaon-Wheat(Husked)
Kopargaon,Wheat(Husked),2016,August,165,1567,1771,1676,2016-08-01,Ahmadnagar,Maharashtra,Kopargaon-Wheat(Husked)
Kopargaon,Sorgum(Jawar),2015,August,30,1310,1337,1335,2015-08-01,Ahmadnagar,Maharashtra,Kopargaon-Sorgum(Jawar)
Kopargaon,Sorgum(Jawar),2016,August,303,1518,1721,1641,2016-08-01,Ahmadnagar,Maharashtra,Kopargaon-Sorgum(Jawar)
Kopargaon,Maize,2015,August,11,1318,1318,1318,2015-08-01,Ahmadnagar,Maharashtra,Kopargaon-Maize
Kopargaon,Maize,2016,August,14,1461,1606,1548,2016-08-01,Ahmadnagar,Maharashtra,Kopargaon-Maize
Kopargaon,Gram,2015,August,253,3421,4174,4006,2015-08-01,Ahmadnagar,Maharashtra,Kopargaon-Gram
Kopargaon,Gram,2016,August,115,4990,6640,5853,2016-08-01,Ahmadnagar,Maharashtra,Kopargaon-Gram
Kopargaon,Soybean,2015,August,95,2983,3136,3110,2015-08-01,Ahmadnagar,Maharashtra,Kopargaon-Soybean
Kopargaon,Soybean,2016,August,400,3078,3357,3298,2016-08-01,Ahmadnagar,Maharashtra,Kopargaon-Soybean
Kopargaon,Onion,2015,August,9745,1588,5025,4306,2015-08-01,Ahmadnagar,Maharashtra,Kopargaon-Onion
Kopargaon,Onion,2016,August,80357,225,912,722,2016-08-01,Ahmadnagar,Maharashtra,Kopargaon-Onion
Newasa,Wheat(Husked),2015,August,163,1454,1521,1483,2015-08-01,Ahmadnagar,Maharashtra,Newasa-Wheat(Husked)
Newasa,Wheat(Husked),2016,August,16,1600,1667,1625,2016-08-01,Ahmadnagar,Maharashtra,Newasa-Wheat(Husked)
Pathardi,Bajri,2015,August,202,1253,1337,1380,2015-08-01,Ahmadnagar,Maharashtra,Pathardi-Bajri
Pathardi,Bajri,2016,August,643,1342,1767,1621,2016-08-01,Ahmadnagar,Maharashtra,Pathardi-Bajri
Pathardi,Wheat(Husked),2015,August,683,1572,2213,1739,2015-08-01,Ahmadnagar,Maharashtra,Pathardi-Wheat(Husked)
Pathardi,Wheat(Husked),2016,August,90,1554,2223,1870,2016-08-01,Ahmadnagar,Maharashtra,Pathardi-Wheat(Husked)
Pathardi,Sorgum(Jawar),2015,August,201,1550,1728,1612,2015-08-01,Ahmadnagar,Maharashtra,Pathardi-Sorgum(Jawar)
Pathardi,Sorgum(Jawar),2016,August,838,1594,1861,1712,2016-08-01,Ahmadnagar,Maharashtra,Pathardi-Sorgum(Jawar)
Pathardi,Onion,2015,August,636,500,3829,2707,2015-08-01,Ahmadnagar,Maharashtra,Pathardi-Onion
Pathardi,Onion,2016,August,10114,184,903,701,2016-08-01,Ahmadnagar,Maharashtra,Pathardi-Onion
Rahata,Bajri,2015,August,23,1211,1320,1211,2015-08-01,Ahmadnagar,Maharashtra,Rahata-Bajri
