APMC,Commodity,Year,Month,arrivals_in_qtl,min_price,max_price,modal_price,date,district_name,state_name,cluster
Nandura,Sorgum(Jawar),2016,May,827,1253,1427,1419,2016-05-01,Buldhana,Maharashtra,Nandura-Sorgum(Jawar)
Nandura,Maize,2015,May,2763,973,1168,1103,2015-05-01,Buldhana,Maharashtra,Nandura-Maize
Nandura,Maize,2016,May,1832,1126,1399,1389,2016-05-01,Buldhana,Maharashtra,Nandura-Maize
Nandura,Gram,2015,May,1374,3533,4339,4004,2015-05-01,Buldhana,Maharashtra,Nandura-Gram
Nandura,Gram,2016,May,895,5042,5617,5599,2016-05-01,Buldhana,Maharashtra,Nandura-Gram
Nandura,Soybean,2015,May,2122,3272,3832,3629,2015-05-01,Buldhana,Maharashtra,Nandura-Soybean
Nandura,Soybean,2016,May,1754,3305,3811,3801,2016-05-01,Buldhana,Maharashtra,Nandura-Soybean
Nandura,Sesamum,2015,May,24,6469,6954,6791,2015-05-01,Buldhana,Maharashtra,Nandura-Sesamum
Nandura,Sesamum,2016,May,19,5778,6063,6063,2016-05-01,Buldhana,Maharashtra,Nandura-Sesamum
Shegaon,Wheat(Husked),2015,May,910,1189,1500,1461,2015-05-01,Buldhana,Maharashtra,Shegaon-Wheat(Husked)
Shegaon,Wheat(Husked),2016,May,736,1532,1827,1633,2016-05-01,Buldhana,Maharashtra,Shegaon-Wheat(Husked)
Shegaon,Sorgum(Jawar),2015,May,996,1016,1233,1127,2015-05-01,Buldhana,Maharashtra,Shegaon-Sorgum(Jawar)
Shegaon,Sorgum(Jawar),2016,May,702,1323,1446,1378,2016-05-01,Buldhana,Maharashtra,Shegaon-Sorgum(Jawar)
Shegaon,Maize,2015,May,53,998,1065,1032,2015-05-01,Buldhana,Maharashtra,Shegaon-Maize
Shegaon,Maize,2016,May,70,1154,1154,1154,2016-05-01,Buldhana,Maharashtra,Shegaon-Maize
Shegaon,Gram,2015,May,1184,3917,4481,4214,2015-05-01,Buldhana,Maharashtra,Shegaon-Gram
Shegaon,Gram,2016,May,1505,5167,5648,5475,2016-05-01,Buldhana,Maharashtra,Shegaon-Gram
Shegaon,Green Gram,2015,May,91,7050,7410,7220,2015-05-01,Buldhana,Maharashtra,Shegaon-Green Gram
Shegaon,Green Gram,2016,May,27,6720,6720,6720,2016-05-01,Buldhana,Maharashtra,Shegaon-Green Gram
Shegaon,Pigeon Pea (Tur),2015,May,2192,5358,7060,6290,2015-05-01,Buldhana,Maharashtra,Shegaon-Pigeon Pea (Tur)
Shegaon,Pigeon Pea (Tur),2016,May,1905,8008,8782,8623,2016-05-01,Buldhana,Maharashtra,Shegaon-Pigeon Pea (Tur)
Shegaon,Black Gram,2015,May,63,6803,7300,7109,2015-05-01,Buldhana,Maharashtra,Shegaon-Black Gram
Shegaon,Black Gram,2016,May,21,7625,8250,8250,2016-05-01,Buldhana,Maharashtra,Shegaon-Black Gram
Shegaon,Soybean,2015,May,2250,3285,3839,3570,2015-05-01,Buldhana,Maharashtra,Shegaon-Soybean
Shegaon,Soybean,2016,May,1121,3147,3803,3602,2016-05-01,Buldhana,Maharashtra,Shegaon-Soybean
Shegaon,Mustard,2015,May,100,3214,3589,3427,2015-05-01,Buldhana,Maharashtra,Shegaon-Mustard
Shegaon,Mustard,2016,May,18,3280,3400,3360,2016-05-01,Buldhana,Maharashtra,Shegaon-Mustard
Buldhana,Gram,2014,November,30,2200,2500,2350,2014-11-01,Buldhana,Maharashtra,Buldhana-Gram
Buldhana,Gram,2015,November,300,4180,4480,4320,2015-11-01,Buldhana,Maharashtra,Buldhana-Gram
Buldhana,Soybean,2014,November,350,2850,3200,3170,2014-11-01,Buldhana,Maharashtra,Buldhana-Soybean
Buldhana,Soybean,2015,November,2255,3402,3702,3532,2015-11-01,Buldhana,Maharashtra,Buldhana-Soybean
Jalgaon Jamod,Wheat(Husked),2014,November,167,1317,1417,1367,2014-11-01,Buldhana,Maharashtra,Jalgaon Jamod-Wheat(Husked)
Jalgaon Jamod,Wheat(Husked),2015,November,59,1350,1475,1413,2015-11-01,Buldhana,Maharashtra,Jalgaon Jamod-Wheat(Husked)
Jalgaon Jamod,Maize,2014,November,789,914,1086,1000,2014-11-01,Buldhana,Maharashtra,Jalgaon Jamod-Maize
Jalgaon Jamod,Maize,2015,November,656,1093,1279,1193,2015-11-01,Buldhana,Maharashtra,Jalgaon Jamod-Maize
Jalgaon Jamod,Soybean,2014,November,284,3006,3181,3088,2014-11-01,Buldhana,Maharashtra,Jalgaon Jamod-Soybean
Jalgaon Jamod,Soybean,2015,November,239,3100,3371,3236,2015-11-01,Buldhana,Maharashtra,Jalgaon Jamod-Soybean
Jalgaon Jamod-Aasalgaon,Wheat(Husked),2014,November,303,1300,1500,1400,2014-11-01,Buldhana,Maharashtra,Jalgaon Jamod-Aasalgaon-Wheat(Husked)
Jalgaon Jamod-Aasalgaon,Wheat(Husked),2015,November,215,1314,1514,1414,2015-11-01,Buldhana,Maharashtra,Jalgaon Jamod-Aasalgaon-Wheat(Husked)
Jalgaon Jamod-Aasalgaon,Sorgum(Jawar),2014,November,175,1100,1271,1186,2014-11-01,Buldhana,Maharashtra,Jalgaon Jamod-Aasalgaon-Sorgum(Jawar)
Jalgaon Jamod-Aasalgaon,Sorgum(Jawar),2015,November,81,1140,1260,1200,2015-11-01,Buldhana,Maharashtra,Jalgaon Jamod-Aasalgaon-Sorgum(Jawar)
Jalgaon Jamod-Aasalgaon,Maize,2014,November,1482,900,1088,994,2014-11-01,Buldhana,Maharashtra,Jalgaon Jamod-Aasalgaon-Maize
Jalgaon Jamod-Aasalgaon,Maize,2015,November,1669,1050,1236,1143,2015-11-01,Buldhana,Maharashtra,Jalgaon Jamod-Aasalgaon-Maize
Jalgaon Jamod-Aasalgaon,Gram,2014,November,96,2175,2425,2300,2014-11-01,Buldhana,Maharashtra,Jalgaon Jamod-Aasalgaon-Gram
Jalgaon Jamod-Aasalgaon,Gram,2015,November,26,3500,4300,3900,2015-11-01,Buldhana,Maharashtra,Jalgaon Jamod-Aasalgaon-Gram
Jalgaon Jamod-Aasalgaon,Pigeon Pea (Tur),2014,November,105,4333,4833,4583,2014-11-01,Buldhana,Maharashtra,Jalgaon Jamod-Aasalgaon-Pigeon Pea (Tur)
Jalgaon Jamod-Aasalgaon,Pigeon Pea (Tur),2015,November,4,6500,6500,6500,2015-11-01,Buldhana,Maharashtra,Jalgaon Jamod-Aasalgaon-Pigeon Pea (Tur)
Jalgaon Jamod-Aasalgaon,Soybean,2014,November,5141,3075,3244,3159,2014-11-01,Buldhana,Maharashtra,Jalgaon Jamod-Aasalgaon-Soybean
Jalgaon Jamod-Aasalgaon,Soybean,2015,November,6980,3157,3586,3371,2015-11-01,Buldhana,Maharashtra,Jalgaon Jamod-Aasalgaon-Soybean
Lonar,Wheat(Husked),2014,November,5100,1433,1506,1470,2014-11-01,Buldhana,Maharashtra,Lonar-Wheat(Husked)
Lonar,Wheat(Husked),2015,November,466,1486,1564,1524,2015-11-01,Buldhana,Maharashtra,Lonar-Wheat(Husked)
Lonar,Gram,2014,November,8250,2450,2758,2604,2014-11-01,Buldhana,Maharashtra,Lonar-Gram
Lonar,Gram,2015,November,289,4211,4828,4548,2015-11-01,Buldhana,Maharashtra,Lonar-Gram
Lonar,Soybean,2015,November,45000,3596,3754,3680,2015-11-01,Buldhana,Maharashtra,Lonar-Soybean
Malkapur,Bajri,2014,November,272,1108,1223,1175,2014-11-01,Buldhana,Maharashtra,Malkapur-Bajri
Malkapur,Bajri,2015,November,362,1224,1441,1380,2015-11-01,Buldhana,Maharashtra,Malkapur-Bajri
Malkapur,Wheat(Husked),2014,November,871,1395,1541,1465,2014-11-01,Buldhana,Maharashtra,Malkapur-Wheat(Husked)
Malkapur,Wheat(Husked),2015,November,978,1505,1709,1612,2015-11-01,Buldhana,Maharashtra,Malkapur-Wheat(Husked)
Malkapur,Sorgum(Jawar),2014,November,10603,1190,1498,1365,2014-11-01,Buldhana,Maharashtra,Malkapur-Sorgum(Jawar)
Malkapur,Sorgum(Jawar),2015,November,6752,1183,1399,1299,2015-11-01,Buldhana,Maharashtra,Malkapur-Sorgum(Jawar)
Malkapur,Maize,2014,November,7496,926,1126,1045,2014-11-01,Buldhana,Maharashtra,Malkapur-Maize
Malkapur,Maize,2015,November,32858,1154,1439,1386,2015-11-01,Buldhana,Maharashtra,Malkapur-Maize
Malkapur,Gram,2014,November,456,2172,2709,2561,2014-11-01,Buldhana,Maharashtra,Malkapur-Gram
Malkapur,Gram,2015,November,234,3729,4772,4396,2015-11-01,Buldhana,Maharashtra,Malkapur-Gram
Malkapur,Green Gram,2014,November,192,6609,7803,7541,2014-11-01,Buldhana,Maharashtra,Malkapur-Green Gram
Malkapur,Green Gram,2015,November,342,6617,8317,7889,2015-11-01,Buldhana,Maharashtra,Malkapur-Green Gram
Malkapur,Pigeon Pea (Tur),2014,November,169,4350,5017,4883,2014-11-01,Buldhana,Maharashtra,Malkapur-Pigeon Pea (Tur)
Malkapur,Pigeon Pea (Tur),2015,November,86,6554,8892,8373,2015-11-01,Buldhana,Maharashtra,Malkapur-Pigeon Pea (Tur)
Malkapur,Black Gram,2014,November,91,4313,5468,5171,2014-11-01,Buldhana,Maharashtra,Malkapur-Black Gram
Malkapur,Black Gram,2015,November,99,8263,10998,10038,2015-11-01,Buldhana,Maharashtra,Malkapur-Black Gram
Malkapur,Soybean,2014,November,10075,2886,3315,3173,2014-11-01,Buldhana,Maharashtra,Malkapur-Soybean
Malkapur,Soybean,2015,November,24049,3016,3919,3611,2015-11-01,Buldhana,Maharashtra,Malkapur-Soybean
Nandura,Bajri,2014,November,2270,1162,1346,1274,2014-11-01,Buldhana,Maharashtra,Nandura-Bajri
Nandura,Bajri,2015,November,680,1236,1530,1530,2015-11-01,Buldhana,Maharashtra,Nandura-Bajri
Nandura,Wheat(Husked),2014,November,754,1400,1505,1470,2014-11-01,Buldhana,Maharashtra,Nandura-Wheat(Husked)
Nandura,Wheat(Husked),2015,November,420,1431,1666,1666,2015-11-01,Buldhana,Maharashtra,Nandura-Wheat(Husked)
Nandura,Sorgum(Jawar),2014,November,6996,1151,1420,1308,2014-11-01,Buldhana,Maharashtra,Nandura-Sorgum(Jawar)
Nandura,Sorgum(Jawar),2015,November,3672,1187,1414,1402,2015-11-01,Buldhana,Maharashtra,Nandura-Sorgum(Jawar)
Nandura,Maize,2014,November,1164,965,1191,1120,2014-11-01,Buldhana,Maharashtra,Nandura-Maize
Nandura,Maize,2015,November,2184,1182,1419,1419,2015-11-01,Buldhana,Maharashtra,Nandura-Maize
Nandura,Gram,2014,November,446,2385,2679,2560,2014-11-01,Buldhana,Maharashtra,Nandura-Gram
Nandura,Gram,2015,November,177,3655,4556,4556,2015-11-01,Buldhana,Maharashtra,Nandura-Gram
Nandura,Soybean,2014,November,24448,2950,3321,3182,2014-11-01,Buldhana,Maharashtra,Nandura-Soybean
Nandura,Soybean,2015,November,13739,3243,3811,3811,2015-11-01,Buldhana,Maharashtra,Nandura-Soybean
Nandura,Sesamum,2015,November,45,5721,6996,6996,2015-11-01,Buldhana,Maharashtra,Nandura-Sesamum
Shegaon,Wheat(Husked),2014,November,424,1351,1480,1442,2014-11-01,Buldhana,Maharashtra,Shegaon-Wheat(Husked)
Shegaon,Wheat(Husked),2015,November,196,1382,1542,1489,2015-11-01,Buldhana,Maharashtra,Shegaon-Wheat(Husked)
Shegaon,Sorgum(Jawar),2014,November,5543,1058,1351,1201,2014-11-01,Buldhana,Maharashtra,Shegaon-Sorgum(Jawar)
Shegaon,Sorgum(Jawar),2015,November,1145,1203,1333,1268,2015-11-01,Buldhana,Maharashtra,Shegaon-Sorgum(Jawar)
Shegaon,Maize,2014,November,34,1025,1025,1025,2014-11-01,Buldhana,Maharashtra,Shegaon-Maize
Shegaon,Maize,2015,November,2,1203,1203,1203,2015-11-01,Buldhana,Maharashtra,Shegaon-Maize
Shegaon,Gram,2014,November,408,2250,2645,2452,2014-11-01,Buldhana,Maharashtra,Shegaon-Gram
Shegaon,Gram,2015,November,68,4111,4615,4349,2015-11-01,Buldhana,Maharashtra,Shegaon-Gram
Shegaon,Green Gram,2014,November,1628,7793,8270,8027,2014-11-01,Buldhana,Maharashtra,Shegaon-Green Gram
Shegaon,Green Gram,2015,November,145,7128,7781,7454,2015-11-01,Buldhana,Maharashtra,Shegaon-Green Gram
Shegaon,Pigeon Pea (Tur),2014,November,51,4401,4539,4447,2014-11-01,Buldhana,Maharashtra,Shegaon-Pigeon Pea (Tur)
Shegaon,Pigeon Pea (Tur),2015,November,23,7394,7832,7613,2015-11-01,Buldhana,Maharashtra,Shegaon-Pigeon Pea (Tur)
Shegaon,Black Gram,2014,November,1833,5057,5565,5297,2014-11-01,Buldhana,Maharashtra,Shegaon-Black Gram
Shegaon,Black Gram,2015,November,52,8231,9123,8677,2015-11-01,Buldhana,Maharashtra,Shegaon-Black Gram
Shegaon,Soybean,2014,November,14812,2937,3302,3119,2014-11-01,Buldhana,Maharashtra,Shegaon-Soybean
Shegaon,Soybean,2015,November,8719,3200,3774,3487,2015-11-01,Buldhana,Maharashtra,Shegaon-Soybean
Shegaon,Mustard,2014,November,2,2250,2250,2250,2014-11-01,Buldhana,Maharashtra,Shegaon-Mustard
Shegaon,Mustard,2015,November,10,3173,3245,3190,2015-11-01,Buldhana,Maharashtra,Shegaon-Mustard
Buldhana,Gram,2014,October,58,1800,2250,2000,2014-10-01,Buldhana,Maharashtra,Buldhana-Gram
Buldhana,Gram,2015,October,48,4250,4775,4500,2015-10-01,Buldhana,Maharashtra,Buldhana-Gram
Buldhana,Gram,2016,October,228,8409,9382,8868,2016-10-01,Buldhana,Maharashtra,Buldhana-Gram
Buldhana,Soybean,2014,October,491,2906,3120,2983,2014-10-01,Buldhana,Maharashtra,Buldhana-Soybean
Buldhana,Soybean,2015,October,580,3500,3675,3575,2015-10-01,Buldhana,Maharashtra,Buldhana-Soybean
Buldhana,Soybean,2016,October,2880,2182,2880,2527,2016-10-01,Buldhana,Maharashtra,Buldhana-Soybean
Jalgaon Jamod,Wheat(Husked),2014,October,244,1257,1429,1343,2014-10-01,Buldhana,Maharashtra,Jalgaon Jamod-Wheat(Husked)
Jalgaon Jamod,Wheat(Husked),2015,October,516,1275,1425,1350,2015-10-01,Buldhana,Maharashtra,Jalgaon Jamod-Wheat(Husked)
Jalgaon Jamod,Maize,2014,October,47,950,1050,1000,2014-10-01,Buldhana,Maharashtra,Jalgaon Jamod-Maize
Jalgaon Jamod,Maize,2015,October,446,988,1138,1063,2015-10-01,Buldhana,Maharashtra,Jalgaon Jamod-Maize
Jalgaon Jamod,Maize,2016,October,80,1000,1200,1100,2016-10-01,Buldhana,Maharashtra,Jalgaon Jamod-Maize
Jalgaon Jamod,Soybean,2014,October,220,2900,3100,3000,2014-10-01,Buldhana,Maharashtra,Jalgaon Jamod-Soybean
Jalgaon Jamod,Soybean,2015,October,307,3217,3483,3350,2015-10-01,Buldhana,Maharashtra,Jalgaon Jamod-Soybean
Jalgaon Jamod,Soybean,2016,October,392,2200,2700,2533,2016-10-01,Buldhana,Maharashtra,Jalgaon Jamod-Soybean
Jalgaon Jamod-Aasalgaon,Wheat(Husked),2014,October,335,1317,1517,1417,2014-10-01,Buldhana,Maharashtra,Jalgaon Jamod-Aasalgaon-Wheat(Husked)
Jalgaon Jamod-Aasalgaon,Wheat(Husked),2015,October,258,1325,1542,1433,2015-10-01,Buldhana,Maharashtra,Jalgaon Jamod-Aasalgaon-Wheat(Husked)
Jalgaon Jamod-Aasalgaon,Wheat(Husked),2016,October,1267,1425,1800,1613,2016-10-01,Buldhana,Maharashtra,Jalgaon Jamod-Aasalgaon-Wheat(Husked)
Jalgaon Jamod-Aasalgaon,Sorgum(Jawar),2014,October,77,1013,1163,1088,2014-10-01,Buldhana,Maharashtra,Jalgaon Jamod-Aasalgaon-Sorgum(Jawar)
Jalgaon Jamod-Aasalgaon,Sorgum(Jawar),2015,October,140,1133,1300,1217,2015-10-01,Buldhana,Maharashtra,Jalgaon Jamod-Aasalgaon-Sorgum(Jawar)
Jalgaon Jamod-Aasalgaon,Sorgum(Jawar),2016,October,692,1183,1300,1250,2016-10-01,Buldhana,Maharashtra,Jalgaon Jamod-Aasalgaon-Sorgum(Jawar)
Jalgaon Jamod-Aasalgaon,Maize,2014,October,3,1000,1200,1100,2014-10-01,Buldhana,Maharashtra,Jalgaon Jamod-Aasalgaon-Maize
Jalgaon Jamod-Aasalgaon,Maize,2015,October,255,1007,1164,1086,2015-10-01,Buldhana,Maharashtra,Jalgaon Jamod-Aasalgaon-Maize
Jalgaon Jamod-Aasalgaon,Maize,2016,October,1942,1071,1286,1193,2016-10-01,Buldhana,Maharashtra,Jalgaon Jamod-Aasalgaon-Maize
Jalgaon Jamod-Aasalgaon,Gram,2014,October,40,2300,2500,2400,2014-10-01,Buldhana,Maharashtra,Jalgaon Jamod-Aasalgaon-Gram
Jalgaon Jamod-Aasalgaon,Gram,2015,October,21,4000,4300,4150,2015-10-01,Buldhana,Maharashtra,Jalgaon Jamod-Aasalgaon-Gram
Jalgaon Jamod-Aasalgaon,Gram,2016,October,13,8675,9100,8950,2016-10-01,Buldhana,Maharashtra,Jalgaon Jamod-Aasalgaon-Gram
Jalgaon Jamod-Aasalgaon,Pigeon Pea (Tur),2014,October,228,4360,4840,4600,2014-10-01,Buldhana,Maharashtra,Jalgaon Jamod-Aasalgaon-Pigeon Pea (Tur)
Jalgaon Jamod-Aasalgaon,Pigeon Pea (Tur),2015,October,24,8400,9200,8800,2015-10-01,Buldhana,Maharashtra,Jalgaon Jamod-Aasalgaon-Pigeon Pea (Tur)
Jalgaon Jamod-Aasalgaon,Pigeon Pea (Tur),2016,October,927,5200,6329,5943,2016-10-01,Buldhana,Maharashtra,Jalgaon Jamod-Aasalgaon-Pigeon Pea (Tur)
Jalgaon Jamod-Aasalgaon,Soybean,2014,October,1026,2840,3100,2970,2014-10-01,Buldhana,Maharashtra,Jalgaon Jamod-Aasalgaon-Soybean
Jalgaon Jamod-Aasalgaon,Soybean,2015,October,1784,3481,3694,3588,2015-10-01,Buldhana,Maharashtra,Jalgaon Jamod-Aasalgaon-Soybean
Jalgaon Jamod-Aasalgaon,Soybean,2016,October,3406,2233,2861,2628,2016-10-01,Buldhana,Maharashtra,Jalgaon Jamod-Aasalgaon-Soybean
Lonar,Wheat(Husked),2014,October,2835,1391,1454,1423,2014-10-01,Buldhana,Maharashtra,Lonar-Wheat(Husked)
Lonar,Wheat(Husked),2015,October,673,1646,1734,1694,2015-10-01,Buldhana,Maharashtra,Lonar-Wheat(Husked)
Lonar,Wheat(Husked),2016,October,265,1887,2118,2000,2016-10-01,Buldhana,Maharashtra,Lonar-Wheat(Husked)
Lonar,Gram,2014,October,2790,2446,2758,2600,2014-10-01,Buldhana,Maharashtra,Lonar-Gram
Lonar,Gram,2015,October,3154,4142,4764,4456,2015-10-01,Buldhana,Maharashtra,Lonar-Gram
Lonar,Gram,2016,October,321,8784,9283,9041,2016-10-01,Buldhana,Maharashtra,Lonar-Gram
Lonar,Soybean,2014,October,73350,2979,3172,3074,2014-10-01,Buldhana,Maharashtra,Lonar-Soybean
Lonar,Soybean,2015,October,59150,3525,3757,3644,2015-10-01,Buldhana,Maharashtra,Lonar-Soybean
Lonar,Soybean,2016,October,75575,2804,3021,2860,2016-10-01,Buldhana,Maharashtra,Lonar-Soybean
Malkapur,Bajri,2014,October,34,1100,1300,1255,2014-10-01,Buldhana,Maharashtra,Malkapur-Bajri
Malkapur,Bajri,2015,October,18,1290,1315,1283,2015-10-01,Buldhana,Maharashtra,Malkapur-Bajri
Malkapur,Bajri,2016,October,7,1350,1393,1375,2016-10-01,Buldhana,Maharashtra,Malkapur-Bajri
Malkapur,Wheat(Husked),2014,October,522,1411,1489,1456,2014-10-01,Buldhana,Maharashtra,Malkapur-Wheat(Husked)
Malkapur,Wheat(Husked),2015,October,1490,1527,1746,1598,2015-10-01,Buldhana,Maharashtra,Malkapur-Wheat(Husked)
Malkapur,Wheat(Husked),2016,October,617,1708,1946,1785,2016-10-01,Buldhana,Maharashtra,Malkapur-Wheat(Husked)
Malkapur,Sorgum(Jawar),2014,October,277,1070,1255,1135,2014-10-01,Buldhana,Maharashtra,Malkapur-Sorgum(Jawar)
Malkapur,Sorgum(Jawar),2015,October,6292,1155,1274,1217,2015-10-01,Buldhana,Maharashtra,Malkapur-Sorgum(Jawar)
Malkapur,Sorgum(Jawar),2016,October,2372,1289,1644,1414,2016-10-01,Buldhana,Maharashtra,Malkapur-Sorgum(Jawar)
Malkapur,Maize,2015,October,8426,1090,1277,1186,2015-10-01,Buldhana,Maharashtra,Malkapur-Maize
Malkapur,Maize,2016,October,545,1245,1428,1303,2016-10-01,Buldhana,Maharashtra,Malkapur-Maize
Malkapur,Gram,2014,October,96,2192,2560,2427,2014-10-01,Buldhana,Maharashtra,Malkapur-Gram
Malkapur,Gram,2015,October,384,3875,4995,4537,2015-10-01,Buldhana,Maharashtra,Malkapur-Gram
Malkapur,Gram,2016,October,265,7396,9694,8956,2016-10-01,Buldhana,Maharashtra,Malkapur-Gram
Malkapur,Green Gram,2014,October,197,6483,7538,7193,2014-10-01,Buldhana,Maharashtra,Malkapur-Green Gram
Malkapur,Green Gram,2015,October,1389,6716,9149,8466,2015-10-01,Buldhana,Maharashtra,Malkapur-Green Gram
Malkapur,Green Gram,2016,October,2811,4119,5125,4779,2016-10-01,Buldhana,Maharashtra,Malkapur-Green Gram
Malkapur,Pigeon Pea (Tur),2014,October,367,4303,5133,4925,2014-10-01,Buldhana,Maharashtra,Malkapur-Pigeon Pea (Tur)
Malkapur,Pigeon Pea (Tur),2015,October,361,7270,10311,9567,2015-10-01,Buldhana,Maharashtra,Malkapur-Pigeon Pea (Tur)
Malkapur,Pigeon Pea (Tur),2016,October,4865,5867,6613,6422,2016-10-01,Buldhana,Maharashtra,Malkapur-Pigeon Pea (Tur)
Malkapur,Black Gram,2014,October,133,4308,5233,4752,2014-10-01,Buldhana,Maharashtra,Malkapur-Black Gram
Malkapur,Black Gram,2015,October,556,7608,12021,9880,2015-10-01,Buldhana,Maharashtra,Malkapur-Black Gram
Malkapur,Black Gram,2016,October,2953,5304,7142,6607,2016-10-01,Buldhana,Maharashtra,Malkapur-Black Gram
Malkapur,Soybean,2014,October,4256,2782,3254,3140,2014-10-01,Buldhana,Maharashtra,Malkapur-Soybean
Malkapur,Soybean,2015,October,43316,3053,3844,3615,2015-10-01,Buldhana,Maharashtra,Malkapur-Soybean
Malkapur,Soybean,2016,October,77200,2202,2972,2707,2016-10-01,Buldhana,Maharashtra,Malkapur-Soybean
Nandura,Bajri,2014,October,1051,1237,1420,1337,2014-10-01,Buldhana,Maharashtra,Nandura-Bajri
Nandura,Bajri,2015,October,125,1147,1265,1265,2015-10-01,Buldhana,Maharashtra,Nandura-Bajri
Nandura,Bajri,2016,October,134,1278,1540,1540,2016-10-01,Buldhana,Maharashtra,Nandura-Bajri
Nandura,Wheat(Husked),2014,October,1356,1404,1527,1469,2014-10-01,Buldhana,Maharashtra,Nandura-Wheat(Husked)
Nandura,Wheat(Husked),2015,October,942,1418,1611,1611,2015-10-01,Buldhana,Maharashtra,Nandura-Wheat(Husked)
Nandura,Wheat(Husked),2016,October,236,1520,1773,1773,2016-10-01,Buldhana,Maharashtra,Nandura-Wheat(Husked)
Nandura,Sorgum(Jawar),2014,October,471,1104,1307,1217,2014-10-01,Buldhana,Maharashtra,Nandura-Sorgum(Jawar)
Nandura,Sorgum(Jawar),2015,October,2364,1134,1270,1259,2015-10-01,Buldhana,Maharashtra,Nandura-Sorgum(Jawar)
Nandura,Sorgum(Jawar),2016,October,1107,1313,1564,1564,2016-10-01,Buldhana,Maharashtra,Nandura-Sorgum(Jawar)
Nandura,Maize,2014,October,183,1032,1304,1237,2014-10-01,Buldhana,Maharashtra,Nandura-Maize
Nandura,Maize,2015,October,1075,1165,1415,1415,2015-10-01,Buldhana,Maharashtra,Nandura-Maize
Nandura,Maize,2016,October,176,1379,1770,1770,2016-10-01,Buldhana,Maharashtra,Nandura-Maize
Nandura,Gram,2014,October,654,2243,2573,2434,2014-10-01,Buldhana,Maharashtra,Nandura-Gram
Nandura,Gram,2015,October,201,3754,4782,4774,2015-10-01,Buldhana,Maharashtra,Nandura-Gram
Nandura,Gram,2016,October,250,8079,9277,9277,2016-10-01,Buldhana,Maharashtra,Nandura-Gram
Nandura,Soybean,2014,October,3879,2725,3134,2963,2014-10-01,Buldhana,Maharashtra,Nandura-Soybean
Nandura,Soybean,2015,October,13545,3181,3826,3826,2015-10-01,Buldhana,Maharashtra,Nandura-Soybean
Nandura,Soybean,2016,October,21296,2249,2870,2870,2016-10-01,Buldhana,Maharashtra,Nandura-Soybean
Nandura,Sesamum,2014,October,30,8756,9588,9300,2014-10-01,Buldhana,Maharashtra,Nandura-Sesamum
Nandura,Sesamum,2015,October,104,5587,6832,6823,2015-10-01,Buldhana,Maharashtra,Nandura-Sesamum
Nandura,Sesamum,2016,October,60,4796,5362,5362,2016-10-01,Buldhana,Maharashtra,Nandura-Sesamum
Shegaon,Wheat(Husked),2014,October,590,1329,1482,1404,2014-10-01,Buldhana,Maharashtra,Shegaon-Wheat(Husked)
Shegaon,Wheat(Husked),2015,October,392,1335,1515,1470,2015-10-01,Buldhana,Maharashtra,Shegaon-Wheat(Husked)
Shegaon,Wheat(Husked),2016,October,269,1504,1720,1610,2016-10-01,Buldhana,Maharashtra,Shegaon-Wheat(Husked)
Shegaon,Sorgum(Jawar),2014,October,400,1003,1063,1038,2014-10-01,Buldhana,Maharashtra,Shegaon-Sorgum(Jawar)
Shegaon,Sorgum(Jawar),2015,October,1791,1127,1245,1186,2015-10-01,Buldhana,Maharashtra,Shegaon-Sorgum(Jawar)
Shegaon,Sorgum(Jawar),2016,October,835,1269,1378,1329,2016-10-01,Buldhana,Maharashtra,Shegaon-Sorgum(Jawar)
Shegaon,Maize,2015,October,1,900,900,900,2015-10-01,Buldhana,Maharashtra,Shegaon-Maize
Shegaon,Gram,2014,October,827,2189,2624,2407,2014-10-01,Buldhana,Maharashtra,Shegaon-Gram
Shegaon,Gram,2015,October,210,4160,4804,4485,2015-10-01,Buldhana,Maharashtra,Shegaon-Gram
Shegaon,Gram,2016,October,431,7250,8619,8174,2016-10-01,Buldhana,Maharashtra,Shegaon-Gram
Shegaon,Green Gram,2014,October,29195,6681,7176,6925,2014-10-01,Buldhana,Maharashtra,Shegaon-Green Gram
Shegaon,Green Gram,2015,October,508,7974,8828,8401,2015-10-01,Buldhana,Maharashtra,Shegaon-Green Gram
Shegaon,Green Gram,2016,October,5910,4479,5008,4808,2016-10-01,Buldhana,Maharashtra,Shegaon-Green Gram
Shegaon,Pigeon Pea (Tur),2014,October,131,4275,4554,4421,2014-10-01,Buldhana,Maharashtra,Shegaon-Pigeon Pea (Tur)
Shegaon,Pigeon Pea (Tur),2015,October,86,8609,10102,9438,2015-10-01,Buldhana,Maharashtra,Shegaon-Pigeon Pea (Tur)
Shegaon,Pigeon Pea (Tur),2016,October,387,5350,5865,5655,2016-10-01,Buldhana,Maharashtra,Shegaon-Pigeon Pea (Tur)
Shegaon,Black Gram,2014,October,3101,4142,4729,4528,2014-10-01,Buldhana,Maharashtra,Shegaon-Black Gram
Shegaon,Black Gram,2015,October,345,8828,10894,9860,2015-10-01,Buldhana,Maharashtra,Shegaon-Black Gram
Shegaon,Black Gram,2016,October,5890,5930,7131,6678,2016-10-01,Buldhana,Maharashtra,Shegaon-Black Gram
Shegaon,Soybean,2014,October,8948,2686,3019,2861,2014-10-01,Buldhana,Maharashtra,Shegaon-Soybean
